REF_DATE,GEO,DGUID,Labour force characteristics,Sex,Age group,UOM,UOM_ID,SCALAR_FACTOR,SCALAR_ID,VECTOR,COORDINATE,VALUE,STATUS,SYMBOL,TERMINATED,DECIMALS
2019-11,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2092059,2.10.2.1,53.0,,,,1
2019-12,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2092059,2.10.2.1,50.6,,,,1
2020-01,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2092059,2.10.2.1,48.4,,,,1
2020-02,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2092059,2.10.2.1,48.6,,,,1
2020-03,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2092059,2.10.2.1,46.6,,,,1
2020-04,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 years and over,Percentage,242,units,0,v2092059,2.10.2.1,40.5,,,,1
2019-01,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 24 years,Percentage,242,units,0,v2092060,2.10.2.2,42.9,,,,1
2019-02,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 24 years,Percentage,242,units,0,v2092060,2.10.2.2,42.5,,,,1
2019-03,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 24 years,Percentage,242,units,0,v2092060,2.10.2.2,42.5,,,,1
2019-04,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 24 years,Percentage,242,units,0,v2092060,2.10.2.2,44.7,,,,1
2019-05,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 24 years,Percentage,242,units,0,v2092060,2.10.2.2,48.5,,,,1
2019-06,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 24 years,Percentage,242,units,0,v2092060,2.10.2.2,51.1,,,,1
2019-07,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 24 years,Percentage,242,units,0,v2092060,2.10.2.2,64.1,,,,1
2019-08,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 24 years,Percentage,242,units,0,v2092060,2.10.2.2,60.8,,,,1
2019-09,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 24 years,Percentage,242,units,0,v2092060,2.10.2.2,50.2,,,,1
2019-10,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 24 years,Percentage,242,units,0,v2092060,2.10.2.2,47.6,,,,1
2019-11,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 24 years,Percentage,242,units,0,v2092060,2.10.2.2,46.2,,,,1
2019-12,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 24 years,Percentage,242,units,0,v2092060,2.10.2.2,44.7,,,,1
2020-01,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 24 years,Percentage,242,units,0,v2092060,2.10.2.2,38.5,,,,1
2020-02,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 24 years,Percentage,242,units,0,v2092060,2.10.2.2,41.0,,,,1
2020-03,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 24 years,Percentage,242,units,0,v2092060,2.10.2.2,30.8,,,,1
2020-04,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 24 years,Percentage,242,units,0,v2092060,2.10.2.2,27.5,,,,1
2019-01,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 years and over,Percentage,242,units,0,v2092061,2.10.2.3,52.3,,,,1
2019-02,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 years and over,Percentage,242,units,0,v2092061,2.10.2.3,52.3,,,,1
2019-03,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 years and over,Percentage,242,units,0,v2092061,2.10.2.3,51.5,,,,1
2019-04,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 years and over,Percentage,242,units,0,v2092061,2.10.2.3,53.3,,,,1
2019-05,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 years and over,Percentage,242,units,0,v2092061,2.10.2.3,55.8,,,,1
2019-06,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 years and over,Percentage,242,units,0,v2092061,2.10.2.3,57.0,,,,1
2019-07,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 years and over,Percentage,242,units,0,v2092061,2.10.2.3,57.1,,,,1
2019-08,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 years and over,Percentage,242,units,0,v2092061,2.10.2.3,57.6,,,,1
2019-09,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 years and over,Percentage,242,units,0,v2092061,2.10.2.3,57.6,,,,1
2019-10,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 years and over,Percentage,242,units,0,v2092061,2.10.2.3,57.1,,,,1
2019-11,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 years and over,Percentage,242,units,0,v2092061,2.10.2.3,54.0,,,,1
2019-12,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 years and over,Percentage,242,units,0,v2092061,2.10.2.3,51.4,,,,1
2020-01,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 years and over,Percentage,242,units,0,v2092061,2.10.2.3,49.9,,,,1
2020-02,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 years and over,Percentage,242,units,0,v2092061,2.10.2.3,49.6,,,,1
2020-03,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 years and over,Percentage,242,units,0,v2092061,2.10.2.3,48.9,,,,1
2020-04,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 years and over,Percentage,242,units,0,v2092061,2.10.2.3,42.5,,,,1
2019-01,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 44 years,Percentage,242,units,0,v2092062,2.10.2.4,73.7,,,,1
2019-02,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 44 years,Percentage,242,units,0,v2092062,2.10.2.4,74.7,,,,1
2019-03,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 44 years,Percentage,242,units,0,v2092062,2.10.2.4,74.0,,,,1
2019-04,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 44 years,Percentage,242,units,0,v2092062,2.10.2.4,75.4,,,,1
2019-05,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 44 years,Percentage,242,units,0,v2092062,2.10.2.4,81.7,,,,1
2019-06,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 44 years,Percentage,242,units,0,v2092062,2.10.2.4,80.6,,,,1
2019-07,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 44 years,Percentage,242,units,0,v2092062,2.10.2.4,82.3,,,,1
2019-08,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 44 years,Percentage,242,units,0,v2092062,2.10.2.4,82.5,,,,1
2019-09,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 44 years,Percentage,242,units,0,v2092062,2.10.2.4,81.3,,,,1
2019-10,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 44 years,Percentage,242,units,0,v2092062,2.10.2.4,82.7,,,,1
2019-11,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 44 years,Percentage,242,units,0,v2092062,2.10.2.4,80.4,,,,1
2019-12,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 44 years,Percentage,242,units,0,v2092062,2.10.2.4,76.1,,,,1
2020-01,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 44 years,Percentage,242,units,0,v2092062,2.10.2.4,74.1,,,,1
2020-02,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 44 years,Percentage,242,units,0,v2092062,2.10.2.4,72.9,,,,1
2020-03,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 44 years,Percentage,242,units,0,v2092062,2.10.2.4,73.0,,,,1
2020-04,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 44 years,Percentage,242,units,0,v2092062,2.10.2.4,61.4,,,,1
2019-01,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 to 64 years,Percentage,242,units,0,v19650640,2.10.2.22,61.7,,,,1
2019-02,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 to 64 years,Percentage,242,units,0,v19650640,2.10.2.22,61.2,,,,1
2019-03,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 to 64 years,Percentage,242,units,0,v19650640,2.10.2.22,59.0,,,,1
2019-04,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 to 64 years,Percentage,242,units,0,v19650640,2.10.2.22,62.6,,,,1
2019-05,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 to 64 years,Percentage,242,units,0,v19650640,2.10.2.22,64.7,,,,1
2019-06,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 to 64 years,Percentage,242,units,0,v19650640,2.10.2.22,67.5,,,,1
2019-07,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 to 64 years,Percentage,242,units,0,v19650640,2.10.2.22,66.6,,,,1
2019-08,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 to 64 years,Percentage,242,units,0,v19650640,2.10.2.22,66.6,,,,1
2019-09,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 to 64 years,Percentage,242,units,0,v19650640,2.10.2.22,68.7,,,,1
2019-10,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 to 64 years,Percentage,242,units,0,v19650640,2.10.2.22,66.6,,,,1
2019-11,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 to 64 years,Percentage,242,units,0,v19650640,2.10.2.22,61.7,,,,1
2019-12,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 to 64 years,Percentage,242,units,0,v19650640,2.10.2.22,58.1,,,,1
2020-01,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 to 64 years,Percentage,242,units,0,v19650640,2.10.2.22,58.1,,,,1
2020-02,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 to 64 years,Percentage,242,units,0,v19650640,2.10.2.22,59.2,,,,1
2020-03,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 to 64 years,Percentage,242,units,0,v19650640,2.10.2.22,57.2,,,,1
2020-04,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 to 64 years,Percentage,242,units,0,v19650640,2.10.2.22,51.3,,,,1
2019-01,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 years and over,Percentage,242,units,0,v2092063,2.10.2.5,42.3,,,,1
2019-02,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 years and over,Percentage,242,units,0,v2092063,2.10.2.5,41.8,,,,1
2019-03,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 years and over,Percentage,242,units,0,v2092063,2.10.2.5,40.9,,,,1
2019-04,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 years and over,Percentage,242,units,0,v2092063,2.10.2.5,43.0,,,,1
2019-05,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 years and over,Percentage,242,units,0,v2092063,2.10.2.5,43.7,,,,1
2019-06,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 years and over,Percentage,242,units,0,v2092063,2.10.2.5,46.1,,,,1
2019-07,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 years and over,Percentage,242,units,0,v2092063,2.10.2.5,45.4,,,,1
2019-08,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 years and over,Percentage,242,units,0,v2092063,2.10.2.5,46.1,,,,1
2019-09,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 years and over,Percentage,242,units,0,v2092063,2.10.2.5,46.8,,,,1
2019-10,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 years and over,Percentage,242,units,0,v2092063,2.10.2.5,45.4,,,,1
2019-11,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 years and over,Percentage,242,units,0,v2092063,2.10.2.5,42.0,,,,1
2019-12,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 years and over,Percentage,242,units,0,v2092063,2.10.2.5,40.2,,,,1
2020-01,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 years and over,Percentage,242,units,0,v2092063,2.10.2.5,38.9,,,,1
2020-02,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 years and over,Percentage,242,units,0,v2092063,2.10.2.5,39.1,,,,1
2020-03,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 years and over,Percentage,242,units,0,v2092063,2.10.2.5,38.0,,,,1
2020-04,Newfoundland and Labrador,2016A000210,Employment rate,Males,45 years and over,Percentage,242,units,0,v2092063,2.10.2.5,33.9,,,,1
2019-01,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 54 years,Percentage,242,units,0,v2092064,2.10.2.6,72.6,,,,1
2019-02,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 54 years,Percentage,242,units,0,v2092064,2.10.2.6,72.8,,,,1
2019-03,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 54 years,Percentage,242,units,0,v2092064,2.10.2.6,71.9,,,,1
2019-04,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 54 years,Percentage,242,units,0,v2092064,2.10.2.6,73.9,,,,1
2019-05,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 54 years,Percentage,242,units,0,v2092064,2.10.2.6,79.0,,,,1
2019-06,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 54 years,Percentage,242,units,0,v2092064,2.10.2.6,79.6,,,,1
2019-07,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 54 years,Percentage,242,units,0,v2092064,2.10.2.6,80.4,,,,1
2019-08,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 54 years,Percentage,242,units,0,v2092064,2.10.2.6,80.1,,,,1
2019-09,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 54 years,Percentage,242,units,0,v2092064,2.10.2.6,80.1,,,,1
2019-10,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 54 years,Percentage,242,units,0,v2092064,2.10.2.6,80.8,,,,1
2019-11,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 54 years,Percentage,242,units,0,v2092064,2.10.2.6,77.5,,,,1
2019-12,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 54 years,Percentage,242,units,0,v2092064,2.10.2.6,73.2,,,,1
2020-01,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 54 years,Percentage,242,units,0,v2092064,2.10.2.6,71.8,,,,1
2020-02,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 54 years,Percentage,242,units,0,v2092064,2.10.2.6,72.2,,,,1
2020-03,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 54 years,Percentage,242,units,0,v2092064,2.10.2.6,71.4,,,,1
2020-04,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 54 years,Percentage,242,units,0,v2092064,2.10.2.6,61.5,,,,1
2019-01,Newfoundland and Labrador,2016A000210,Employment rate,Males,55 years and over,Percentage,242,units,0,v2092065,2.10.2.7,30.5,,,,1
2019-02,Newfoundland and Labrador,2016A000210,Employment rate,Males,55 years and over,Percentage,242,units,0,v2092065,2.10.2.7,30.1,,,,1
2019-03,Newfoundland and Labrador,2016A000210,Employment rate,Males,55 years and over,Percentage,242,units,0,v2092065,2.10.2.7,29.6,,,,1
2019-04,Newfoundland and Labrador,2016A000210,Employment rate,Males,55 years and over,Percentage,242,units,0,v2092065,2.10.2.7,31.4,,,,1
2019-05,Newfoundland and Labrador,2016A000210,Employment rate,Males,55 years and over,Percentage,242,units,0,v2092065,2.10.2.7,31.0,,,,1
2019-06,Newfoundland and Labrador,2016A000210,Employment rate,Males,55 years and over,Percentage,242,units,0,v2092065,2.10.2.7,33.3,,,,1
2019-07,Newfoundland and Labrador,2016A000210,Employment rate,Males,55 years and over,Percentage,242,units,0,v2092065,2.10.2.7,32.4,,,,1
2019-08,Newfoundland and Labrador,2016A000210,Employment rate,Males,55 years and over,Percentage,242,units,0,v2092065,2.10.2.7,34.0,,,,1
2019-09,Newfoundland and Labrador,2016A000210,Employment rate,Males,55 years and over,Percentage,242,units,0,v2092065,2.10.2.7,34.2,,,,1
2019-10,Newfoundland and Labrador,2016A000210,Employment rate,Males,55 years and over,Percentage,242,units,0,v2092065,2.10.2.7,32.6,,,,1
2019-11,Newfoundland and Labrador,2016A000210,Employment rate,Males,55 years and over,Percentage,242,units,0,v2092065,2.10.2.7,29.7,,,,1
2019-12,Newfoundland and Labrador,2016A000210,Employment rate,Males,55 years and over,Percentage,242,units,0,v2092065,2.10.2.7,28.9,,,,1
2020-01,Newfoundland and Labrador,2016A000210,Employment rate,Males,55 years and over,Percentage,242,units,0,v2092065,2.10.2.7,27.3,,,,1
2020-02,Newfoundland and Labrador,2016A000210,Employment rate,Males,55 years and over,Percentage,242,units,0,v2092065,2.10.2.7,26.5,,,,1
2020-03,Newfoundland and Labrador,2016A000210,Employment rate,Males,55 years and over,Percentage,242,units,0,v2092065,2.10.2.7,26.1,,,,1
2020-04,Newfoundland and Labrador,2016A000210,Employment rate,Males,55 years and over,Percentage,242,units,0,v2092065,2.10.2.7,23.1,,,,1
2019-01,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 64 years,Percentage,242,units,0,v2092066,2.10.2.8,62.9,,,,1
2019-02,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 64 years,Percentage,242,units,0,v2092066,2.10.2.8,63.0,,,,1
2019-03,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 64 years,Percentage,242,units,0,v2092066,2.10.2.8,61.7,,,,1
2019-04,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 64 years,Percentage,242,units,0,v2092066,2.10.2.8,64.2,,,,1
2019-05,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 64 years,Percentage,242,units,0,v2092066,2.10.2.8,68.2,,,,1
2019-06,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 64 years,Percentage,242,units,0,v2092066,2.10.2.8,69.5,,,,1
2019-07,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 64 years,Percentage,242,units,0,v2092066,2.10.2.8,71.8,,,,1
2019-08,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 64 years,Percentage,242,units,0,v2092066,2.10.2.8,71.3,,,,1
2019-09,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 64 years,Percentage,242,units,0,v2092066,2.10.2.8,70.1,,,,1
2019-10,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 64 years,Percentage,242,units,0,v2092066,2.10.2.8,69.3,,,,1
2019-11,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 64 years,Percentage,242,units,0,v2092066,2.10.2.8,65.8,,,,1
2019-12,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 64 years,Percentage,242,units,0,v2092066,2.10.2.8,62.3,,,,1
2020-01,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 64 years,Percentage,242,units,0,v2092066,2.10.2.8,60.5,,,,1
2020-02,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 64 years,Percentage,242,units,0,v2092066,2.10.2.8,61.2,,,,1
2020-03,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 64 years,Percentage,242,units,0,v2092066,2.10.2.8,58.4,,,,1
2020-04,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 64 years,Percentage,242,units,0,v2092066,2.10.2.8,50.9,,,,1
2019-01,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 19 years,Percentage,242,units,0,v2092067,2.10.2.9,28.0,,,,1
2019-02,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 19 years,Percentage,242,units,0,v2092067,2.10.2.9,25.0,,,,1
2019-03,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 19 years,Percentage,242,units,0,v2092067,2.10.2.9,28.0,,,,1
2019-04,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 19 years,Percentage,242,units,0,v2092067,2.10.2.9,28.0,,,,1
2019-05,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 19 years,Percentage,242,units,0,v2092067,2.10.2.9,31.1,,,,1
2019-06,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 19 years,Percentage,242,units,0,v2092067,2.10.2.9,29.5,,,,1
2019-07,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 19 years,Percentage,242,units,0,v2092067,2.10.2.9,56.1,,,,1
2019-08,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 19 years,Percentage,242,units,0,v2092067,2.10.2.9,48.5,,,,1
2019-09,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 19 years,Percentage,242,units,0,v2092067,2.10.2.9,29.5,,,,1
2019-10,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 19 years,Percentage,242,units,0,v2092067,2.10.2.9,32.6,,,,1
2019-11,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 19 years,Percentage,242,units,0,v2092067,2.10.2.9,33.3,,,,1
2019-12,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 19 years,Percentage,242,units,0,v2092067,2.10.2.9,34.8,,,,1
2020-01,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 19 years,Percentage,242,units,0,v2092067,2.10.2.9,26.5,,,,1
2020-02,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 19 years,Percentage,242,units,0,v2092067,2.10.2.9,30.3,,,,1
2020-03,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 19 years,Percentage,242,units,0,v2092067,2.10.2.9,17.4,,,,1
2020-04,Newfoundland and Labrador,2016A000210,Employment rate,Males,15 to 19 years,Percentage,242,units,0,v2092067,2.10.2.9,16.7,,,,1
2019-01,Newfoundland and Labrador,2016A000210,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2092068,2.10.2.10,56.3,,,,1
2019-02,Newfoundland and Labrador,2016A000210,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2092068,2.10.2.10,58.3,,,,1
2019-03,Newfoundland and Labrador,2016A000210,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2092068,2.10.2.10,55.9,,,,1
2019-04,Newfoundland and Labrador,2016A000210,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2092068,2.10.2.10,60.1,,,,1
2019-05,Newfoundland and Labrador,2016A000210,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2092068,2.10.2.10,64.8,,,,1
2019-06,Newfoundland and Labrador,2016A000210,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2092068,2.10.2.10,71.1,,,,1
2019-07,Newfoundland and Labrador,2016A000210,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2092068,2.10.2.10,71.6,,,,1
2019-08,Newfoundland and Labrador,2016A000210,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2092068,2.10.2.10,72.3,,,,1
2019-09,Newfoundland and Labrador,2016A000210,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2092068,2.10.2.10,68.8,,,,1
2019-10,Newfoundland and Labrador,2016A000210,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2092068,2.10.2.10,61.7,,,,1
2019-11,Newfoundland and Labrador,2016A000210,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2092068,2.10.2.10,57.4,,,,1
2019-12,Newfoundland and Labrador,2016A000210,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2092068,2.10.2.10,53.9,,,,1
2020-01,Newfoundland and Labrador,2016A000210,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2092068,2.10.2.10,49.6,,,,1
2020-02,Newfoundland and Labrador,2016A000210,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2092068,2.10.2.10,51.1,,,,1
2020-03,Newfoundland and Labrador,2016A000210,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2092068,2.10.2.10,43.3,,,,1
2020-04,Newfoundland and Labrador,2016A000210,Employment rate,Males,20 to 24 years,Percentage,242,units,0,v2092068,2.10.2.10,37.6,,,,1
2019-01,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2092069,2.10.2.11,58.1,,,,1
2019-02,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2092069,2.10.2.11,67.6,,,,1
2019-03,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2092069,2.10.2.11,68.2,,,,1
2019-04,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2092069,2.10.2.11,70.7,,,,1
2019-05,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2092069,2.10.2.11,74.8,,,,1
2019-06,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2092069,2.10.2.11,74.7,,,,1
2019-07,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2092069,2.10.2.11,78.1,,,,1
2019-08,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2092069,2.10.2.11,77.2,,,,1
2019-09,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2092069,2.10.2.11,76.6,,,,1
2019-10,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2092069,2.10.2.11,81.9,,,,1
2019-11,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2092069,2.10.2.11,83.3,,,,1
2019-12,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2092069,2.10.2.11,81.2,,,,1
2020-01,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2092069,2.10.2.11,76.2,,,,1
2020-02,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2092069,2.10.2.11,69.9,,,,1
2020-03,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2092069,2.10.2.11,72.0,,,,1
2020-04,Newfoundland and Labrador,2016A000210,Employment rate,Males,25 to 29 years,Percentage,242,units,0,v2092069,2.10.2.11,52.8,,,,1
2019-01,Newfoundland and Labrador,2016A000210,Employment rate,Males,30 to 34 years,Percentage,242,units,0,v2092070,2.10.2.12,78.8,,,,1
2019-02,Newfoundland and Labrador,2016A000210,Employment rate,Males,30 to 34 years,Percentage,242,units,0,v2092070,2.10.2.12,76.7,,,,1
2019-03,Newfoundland and Labrador,2016A000210,Employment rate,Males,30 to 34 years,Percentage,242,units,0,v2092070,2.10.2.12,75.3,,,,1
2019-04,Newfoundland and Labrador,2016A000210,Employment rate,Males,30 to 34 years,Percentage,242,units,0,v2092070,2.10.2.12,76.5,,,,1
2019-05,Newfoundland and Labrador,2016A000210,Employment rate,Males,30 to 34 years,Percentage,242,units,0,v2092070,2.10.2.12,81.8,,,,1
2019-06,Newfoundland and Labrador,2016A000210,Employment rate,Males,30 to 34 years,Percentage,242,units,0,v2092070,2.10.2.12,83.0,,,,1
2019-07,Newfoundland and Labrador,2016A000210,Employment rate,Males,30 to 34 years,Percentage,242,units,0,v2092070,2.10.2.12,85.0,,,,1
2019-08,Newfoundland and Labrador,2016A000210,Employment rate,Males,30 to 34 years,Percentage,242,units,0,v2092070,2.10.2.12,79.5,,,,1
2019-09,Newfoundland and Labrador,2016A000210,Employment rate,Males,30 to 34 years,Percentage,242,units,0,v2092070,2.10.2.12,80.1,,,,1
