,source,title_desc,publishedAt
222,CBC,Canadian dollar sinks to 73.6 cents US as TSX hits 2-year low. Oil trades below $37 US a barrel in early morning and is at levels not seen since 2009,2015-12-08
223,CBC,"CraveTV 'continues to grow' as web streaming service Shomi to shut down, Bell says. Bell expects video-streaming service will compete more directly against Netflix once Shomi gone",2016-09-27
224,CBC,"North American stocks slide lower, loonie down against U.S. dollar. S&P/TSX composite index closes at 6-month low",2018-10-11
225,CBC,"Stock markets shoot higher ahead of U.S. voting day. S&P 500 shakes off 9-day losing streak, TSX adds 143 points",2016-11-08
226,CBC,Shopify CEO calls short seller a 'troll'. Shopify shares trade higher for first time since short seller put out report,2017-10-11
227,CBC,"Wealth management key for banks amid slow growth in retail. Analysts expect Scotiabank and Royal Bank to lead, CIBC to lag",2013-05-20
228,CBC,"Stocks climbing after strong reports from Facebook, GM. Stocks climb again Wednesday morning as investors applaud strong quarterly results",2018-10-31
229,CBC,Bank profits may hint at economic slowdown. Earnings this week will provide a glimpse of Canada's prospects,2013-02-25
230,CBC,"Canadian shares slide to lowest close in almost 8 weeks. Energy, health-care stocks weigh on Canadian benchmark index",2018-01-30
231,CBC,"TSX launches 3 climate change indexes to track environmental footprint. Indexes created Thursday aren't investment vehicles themselves, but will likely be tracked by others",2015-10-30
232,CBC,Marijuana industry insiders have held TMX meetings to discuss U.S. investments. Concern over Trump administration's hardline position on marijuana,2017-06-12
233,CBC,Marijuana industry insiders have held TMX meetings to discuss U.S. investments. Concern over Trump administration's hardline position on marijuana,2017-06-12
234,CBC,Canaccord closes half its offices. Financial firm will have 16 locations and 180 advisory teams left,2012-09-24
235,CBC,"Stock markets broadly up on Brexit breakthrough. Markets also got a lift from solid financial results reported by Netflix, banks ",2019-10-17
236,CBC,"Alberta's 1st jail sentence handed down in 'pump and dump' scheme. Artificial stock inflation a growing problem in North America, warns Alberta Securities Commission",2016-06-28
237,CBC,Police seek driver after traffic officer struck. Officer was attempting to pull lone male driver over for traffic violation,2018-09-21
238,CBC,Canaccord closes half its offices. Financial firm will have 16 locations and 180 advisory teams left,2012-09-24
239,CBC,Weed the North: Why American pot companies are listing on a Canadian stock exchange. 'It's like the Wild West was during the gold rush',2018-06-02
240,CBC,"Alberta's 1st jail sentence handed down in 'pump and dump' scheme. Artificial stock inflation a growing problem in North America, warns Alberta Securities Commission",2016-06-28
241,CBC,"Winnipeg cannabis producer's stock sales will allow creation of '300 to 500' jobs, CEO says. 'We have a full spectrum of products right now, about 30 different varieties of cannabis under production'",2017-10-31
242,CBC,TSX close: Stocks up 156 points as traders hunt for bargains. Canadian dollar moves higher after oil free fall halts,2014-12-17
243,CBC,"Netflix adds 5.3 million subscribers and a heavy debt load. With $17B to spend on new programming over 5 years, Netflix plans to stay ahead of rivals",2017-10-16
244,CBC,"TSX tumbles 284 points as investors bail out of banks, energy. Falling oil prices and disappointing bank earnings hurt Toronto market's biggest sectors",2014-12-04
245,CBC,U.S. delays announcing more punishing duties on Bombardier CSeries jet. U.S. government said last week it intends to impose nearly 220% preliminary countervailing duty,2017-10-06
246,CBC,"Sears Canada time running out, chairman may not have time to strike deal: monitor. Company to seek extension of creditor protection at Wednesday court hearing",2017-10-03
247,CBC,"TSX tumbles 284 points as investors bail out of banks, energy. Falling oil prices and disappointing bank earnings hurt Toronto market's biggest sectors",2014-12-04
248,CBC,North American markets end best year since 2013 thanks to big gains in tech stocks. The Toronto Stock Exchange's S&P/TSX composite index was up 19% on the year,2020-01-02
249,CBC,North American markets end best year since 2013 thanks to big gains in tech stocks. The Toronto Stock Exchange's S&P/TSX composite index was up 19% on the year,2020-01-02
250,CBC,"Donald Addison Nason sentenced to house arrest for misleading investors. Calgary businessman 'a danger to the public and morally corrupt,' according to judge",2015-10-23
251,CBC,"Liberal majority met with lukewarm reaction from big business. New government likely not the best result for oilpatch, but infrastructure spending poised for bonanza",2015-10-20
252,CBC,"OPEC compliance with output cut fell in June, International Energy Agency  says. Agency estimates production cut compliance fell to 78%  in June from 95% in May",2017-07-13
253,CBC,"Liberal majority met with lukewarm reaction from big business. New government likely not the best result for oilpatch, but infrastructure spending poised for bonanza",2015-10-20
254,CBC,OSC hearing on Home Capital put off to June 26. Depositors have withdrawn 95% of funds from firm's high interest savings accounts since March 27,2017-06-02
255,CBC,"Ransomware and Bell's breach: CBC's Marketplace consumer cheat sheet. Plus, breakfast sandwiches mean big business, but be careful with your coffee",2017-05-21
256,CBC,Bombardier turns to markets to raise up to $863M from new shares. Company needs cash as costs of long-delayed CSeries jet rise,2015-02-19
257,CBC,Ivanka Trump tries to turn the page with publication of second book. President's daughter's second memoir published Tuesday,2017-05-02
258,CBC,"Canadian dollar gains a penny to 70 cents US as oil rebounds above $29 US. TSX rises above 12,000 as beaten-down energy stocks rebound",2016-01-21
259,CBC,Bombardier turns to markets to raise up to $863M from new shares. Company needs cash as costs of long-delayed CSeries jet rise,2015-02-19
260,CBC,Canadian Pacific Railway putting brakes on executive perks after criticism. Company responding to shareholder frustration over compensation,2017-03-16
261,CBC,"Lululemon CEO Christine Day stepping down. Gives little explanation for why she's leaving  but yoga clothing maker hurt this year by recall, bonuses lawsuit",2013-06-11
262,CBC,"Owner of Harvey's, Swiss Chalet buying steakhouse chain The Keg for $200M. Cara continues strategy of consolidating the Canadian restaurant market",2018-01-23
263,CBC,"Lululemon CEO Christine Day stepping down. Gives little explanation for why she's leaving  but yoga clothing maker hurt this year by recall, bonuses lawsuit",2013-06-11
264,CBC,Canadian dollar shoots higher on oil rally. Loonie's strongest showing since mid-August,2015-10-09
265,CBC,Stock markets finish flat on 8th anniversary of bull market run. Job reports for both Canada and the United States out tomorrow ,2017-03-09
266,CBC,"OPEC production jumped before global deal on cuts, IEA says. Output hit 34.2 million barrels a day in November, up 300,000 barrels a day from October",2016-12-13
267,CBC,"OPEC production jumped before global deal on cuts, IEA says. Output hit 34.2 million barrels a day in November, up 300,000 barrels a day from October",2016-12-13
268,CBC,PrairieSky jumps 30% after IPO. Encana spinoff jumps from $28 to more than $36 on first day of trading,2014-05-29
269,CBC,Mitch McConnell urges Donald Trump to move fast to approve Keystone XL. Top Republican asks president-elect to make pipeline one of his top priorities,2016-11-11
270,CBC,"Aphria board rejects hostile takeover offer by Green Growth Brands. The Leamington, Ont.-based cannabis producer says the bid is 'significantly undervalued'",2019-02-06
271,CBC,Finance Minister Morneau to deliver economic update on Nov. 1. Updates typically contain little more than fresh economic and fiscal projections,2016-10-20
272,CBC,"Aphria board rejects hostile takeover offer by Green Growth Brands. The Leamington, Ont.-based cannabis producer says the bid is 'significantly undervalued'",2019-02-06
273,CBC,"U.S. says maker of airbag parts in N.L. death is stonewalling, threatens fines. NHTSA says company has missed deadlines and failed to report crash information and test results",2016-10-12
274,CBC,Clearly Contacts bought by Essilor for $445M. Vancouver based contact lens distributor sold to French optical firm,2014-02-27
275,CBC,"Dow Jones industrial average closes above 23,000 for 1st time. Close above 23,000 came just 54 trading days after the Dow hit 22,000 on Aug. 2",2017-10-18
276,CBC,"Fiat Chrysler picked as next bargaining target, Unifor says. Unionized GM workers to vote Sunday on tentative contract deal",2016-09-22
277,CBC,Cenovus Energy revives Christina Lakes oilsands project. Calgary-based company will restart expansion of Christina Lake oilsands project ,2016-12-08
278,CBC,"New Apple iPhone unveiling expected next week. With iPhone sales down from a year ago, analysts watch carefully for new features",2016-08-29
279,CBC,"Canadian dollar drops below 73 cents US as oil sinks under $36. Oil now taking aim at recessionary lows, dragging Canadian dollar to lowest since May 2004",2015-12-11
280,CBC,Vancouver's foreign home buyer tax kicks in and crude prices slide: BUSINESS WEEK WRAP. Plus: Is Canada's financial system prepared for a major earthquake?,2016-08-05
281,CBC,Oilsands tailings cleanup far behind schedule. 4 energy companies that were ordered to reduce waste miss regulator's targets,2013-06-11
282,CBC,Oil price collapse means lower gas prices for motorists. TSX and dollar down as global energy prices plunge,2014-11-28
283,CBC,"Great-West Lifeco reports lower Q3 profit due to hurricane-related losses. Hurricanes Harvey, Irma and Maria blamed for a $93M slump in profits",2017-11-02
284,CBC,"Canada Life stops trades of its U.K. property funds after Brexit. Pound's fall has pushed down value of U.K. assets, leading investors to try get money out",2016-07-06
285,CBC,Brexit rocks the markets and CPP to grow: BUSINESS WEEK WRAP. Plus: NewLeaf travel company gets a new life,2016-06-25
286,CBC,Oil price collapse means lower gas prices for motorists. TSX and dollar down as global energy prices plunge,2014-11-28
287,CBC,Uber tests 1st self-driving car in Pittsburgh. Vehicle will have someone behind the wheel while in self-driving mode,2016-05-19
288,CBC,Canoe.ca says data for one million users hacked. Canoe.ca says there was no evidence that the compromised data contained financial information,2017-09-12
289,CBC,"Home Capital shareholders reject new investment from Berkshire Hathaway. Buffett's company already owns 16 million shares, but shareholders vote against plan to buy more at a discount",2017-09-12
290,CBC,"HBC shareholder pushes company to sell real estate, consider privatization. Land & Buildings Investment Management, LLC has 4.3% stake in Hudson's Bay Company",2017-06-19
291,CBC,Volkswagen to cut managers' bonuses amid diesel emissions scandal. Automaker has not revealed how much bosses will lose ,2016-04-13
292,CBC,"Keystone pipeline likely shut for rest of week after spill, TransCanada says. TransCanada says it has found no significant harm to the environment",2016-04-05
293,CBC,"Ex-BlackBerry chief Jim Balsillie sells his shares. Former RIM co-CEO sold his holdings sometime in 2012, regulatory filing shows",2013-02-14
294,CBC,B.C. stock manipulators get $29M in fines. B.C. securities regulators accuse 5 of manipulating stock of OSE Corp. for their own gain,2015-03-18
295,CBC,Noront Resources signs MOU with Aroland First Nation to advance planning of Ring of Fire. The Ring of Fire is a mineral rich zone in the James Bay area,2019-06-06
296,CBC,"5 reasons Canada's economy is looking up in 2017. After a bumpy 2016, there's evidence to suggest that 2017 will bring an upswing",2017-01-08
297,CBC,"Investors and employees in cannabis companies may be banned from entering U.S., report suggests. Official tells Politico that threat of lifetime ban on entering U.S. may extend to legal workers and investors",2018-09-15
298,CBC,Canadian dollar plunges to 5-year low as oil dips below $60. TSX bounces up from Thursday's steep drop,2014-12-11
299,CBC,"Oil slips below $27 amid stock market turmoil. TSX, Dow recover from steep lows as oil price continues to fall",2016-01-20
300,CBC,"Oil slips below $27 amid stock market turmoil. TSX, Dow recover from steep lows as oil price continues to fall",2016-01-20
301,CBC,"Mortgage lender Home Capital cuts ties with 45 brokers for bogus documentation. Measure 'essential to the long-term health of our business,' Toronto-based company says",2015-07-30
302,CBC,Gas station sales boost Imperial Oil profit but oilsands project results mixed. Calgary-based company posts full-year profit of $2.2 billion,2017-02-08
303,CBC,"Crude-by-rail exports declined in 2015 to 84,000 barrels a day. After rising sharply in 2012 and 2013, oil shipments by rail have dropped this year",2015-08-27
304,CBC,Energy firms warned over communication about climate change. Strategy modelled after campaign against tobacco companies,2014-05-29
305,CBC,"Mortgage lender Home Capital cuts ties with 45 brokers for bogus documentation. Measure 'essential to the long-term health of our business,' Toronto-based company says",2015-07-30
306,CBC,2 million Canadian homes landline-free in 2011. Cheaper wireless price accelerating cord-cutting: consulting firm,2011-09-21
307,CBC,MagIndustries probed by RCMP over bribery allegations in Congo. Toronto-based mining firm accused of paying bribes to pave way for potash mine ,2015-05-29
308,CBC,MagIndustries probed by RCMP over bribery allegations in Congo. Toronto-based mining firm accused of paying bribes to pave way for potash mine ,2015-05-29
309,CBC,"Forbes billionaires: 10 people who made this year's list. Bill Gates still the richest, but new players in the tech world closing in",2015-03-02
310,CBC,Statoil sells oilsands assets to Athabasca Oil in deal worth up to $832 million. Up to $250 million more will be paid in a series of contingent payments,2016-12-15
311,CBC,"Sears Canada sees revenue slide in fourth quarter. Company reports loss, including adjustments, of $28.8 million",2015-02-25
312,CBC,Women on boards: OSC says firms should reveal targets. Securities commission backs away from quotas in favour of asking listed companies for disclosure,2014-01-16
313,CBC,Women on boards: OSC says firms should reveal targets. Securities commission backs away from quotas in favour of asking listed companies for disclosure,2014-01-16
314,CBC,Air France strike enters day 3. Government wants pilots to end strike that's crippling air travel,2014-09-17
315,CBC,"Quadra, FNX plan to merge. Deal is worth $1.5B",2010-03-23
316,CBC,WTI price jumps above $50 US for 1st time in 7 months before retreating. Crude price has rallied after a series of production cuts including Fort McMurray,2016-05-26
317,CBC,Global stock indexes slump as Trump threatens more China tariffs.  Beijing says it would respond with 'comprehensive measures' ,2018-06-19
318,CBC,"Penn West in danger of defaulting on debts, oil company warns. Oil company lost $100M in first 3 months of 2016",2016-05-16
319,CBC,"Stocks down as markets react to new China tariffs, Brexit jitters. The British pound dropped to its lowest level against the U.S. dollar in 34 years",2019-09-03
320,CBC,"Canadian companies feeling the pinch as coronavirus takes toll on their business prospects. Sectors from retail to air travel, mining and manufacturing are bracing for impact",2020-01-28
321,CBC,"Stock market rally fizzles as oil turns negative again. TSX, Dow and S&P 500 all up by about three per cent early but gave up gains",2020-04-07
322,CBC,"The Tim Hortons of the future. Coffee-flavoured beer, digital menus presented at concept storefront for Toronto convention",2014-07-17
323,CBC,Fake White House bomb report causes brief stock market panic. Associated Press Twitter account hacked,2014-12-18
324,CBC,High-end scotch whisky market booming. Investors love expensive scotches almost as much as drinkers do,2014-06-16
325,CBC,"Canadian dollar above 75 cents US after news on jobs, exports. TSX rises in 7th day of gains, oil price climbs above $36 US",2016-03-04
326,CBC,"Canada poised for export boom, EDC says. Export agency says surge will lead to higher economic growth overall",2014-04-24
327,CBC,"Canadian dollar above 75 cents US after news on jobs, exports. TSX rises in 7th day of gains, oil price climbs above $36 US",2016-03-04
328,CBC,Fred Ketchen looks back on 57 years on Bay Street. Veteran trader and former chair of TSX ready to retire at 77,2014-04-16
329,CBC,"Stock market rally fizzles as oil turns negative again. TSX, Dow and S&P 500 all up by about three per cent early but gave up gains",2020-04-07
330,CBC,Insurance payments made in Malaysian Airlines disappearance. Company says payments in line with standard industry practice,2014-03-19
331,CBC,"Royal Bank raises dividend 6%, 1st-quarter profit up 2%. Adjusted earnings per share increase to $1.47, beating analyst estimates ",2014-02-26
332,CBC,"Royal Bank raises dividend 6%, 1st-quarter profit up 2%. Adjusted earnings per share increase to $1.47, beating analyst estimates ",2014-02-26
333,CBC,Stocks move higher on word that U.S. and China will hold trade talks next month. Phone discussions went well so moving on to next step,2019-09-05
334,CBC,Oil bounces back above $36 US even as Iran gets ready to pump more crude. Oil price slides to within $1 of the lowest point hit during the 2009 recession,2015-12-14
335,CBC,Shares in coat maker Canada Goose soar in debut on Toronto and New York markets. Company's garments have been favoured by both trekkers in Antarctica and fashionistas.,2017-03-16
336,CBC,Ottawa Senators owner Eugene Melnyk files notice that he's suing Acerus Pharma. Acerus Pharmaceuticals says allegations 'without any factual or legal foundation',2016-03-10
337,CBC,Canadian billionaires on Forbes list. 6 of the world's wealthiest Canadians,2016-03-03
338,CBC,Suncor posts third-quarter loss of $376 million. Suncor says it can improve Syncrude performance with Canadian Oil Sands takeover,2015-10-29
339,CBC,Masonic Temple in Toronto sold to IT firm for $12.5M. Consultancy firm Info-Tech acquires historic building for its Toronto offices,2013-06-17
340,CBC,"Stock markets slide over VW scandal, commodity price swoon. TSX down 288, Dow loses 179, following lead of European stocks",2015-09-22
341,CBC,Royal Bank to hike some mortgage rates starting Friday. RBC says its special offer 5-year fixed mortgage will go up one-tenth of a percentage point,2016-01-06
342,CBC,Royal Bank to hike some mortgage rates starting Friday. RBC says its special offer 5-year fixed mortgage will go up one-tenth of a percentage point,2016-01-06
343,CBC,Saskatchewan investors looking for clarity as market tumbles. Investment analyst says clients are confused by recent market declines,2015-08-24
344,CBC,AlarmForce ousts founder and CEO Joel Matlin. Founder and CEO 'terminated' as search for replacement begins,2013-07-23
345,CBC,Chinese exports slump 3.1%. World's second-largest economy may be slowing its torrid pace of growth,2013-07-10
346,CBC,"Star Wars stuff is everywhere. From action figures to eyeliner, the iconic franchise inspires merchandise in many forms ",2015-12-11
347,CBC,IKEA founder Kamprad moving back to Sweden. Billionaire founder of furniture chain has been in Switzerland for past 30 years,2013-06-28
348,CBC,Alberta finance minister watching stock market swings. Dow Jones benchmark had its largest one-day drop on Monday ,2018-02-06
349,CBC,SNC-Lavalin fraud case with links to Libya put off until February. Proceedings were to have resumed in Montreal today but were put off until next year,2015-10-16
350,CBC,Saskatoon-based marijuana company launches $725M lawsuit over takeover bid. CanniMed Therapeutics fighting hostile takeover bid by Ontario company,2018-01-15
351,CBC,Masonic Temple in Toronto sold to IT firm for $12.5M. Consultancy firm Info-Tech acquires historic building for its Toronto offices,2013-06-17
352,CBC,Gold price on rebound after Fed calms rate fears. TSE gold stocks rally by 6% on the day,2013-07-22
353,CBC,Caisse invests in Canadian and U.S. wind farms. Pension manager investing in Invenergy Wind,2013-01-08
354,CBC,Bell won't sell more of Astral's assets to win OK for merger. Astral Media CEO says impact would be 'severe' if CRTC denies Bell's pitch,2013-05-10
355,CBC,Vancouver's Russell Breweries gets takeover offer. Premier Diversified Holdings takes minority stake but wants 51%,2015-06-26
356,CBC,JPMorgan suspends share buyback. CEO Jamie Dimon says bank is bracing for higher capital requirements,2012-05-21
357,CBC,"Stelco shares higher on 1st day of trading. Firm to use money for capital investments, pension payments, product offerings",2017-11-03
358,CBC,Valeant shares rise after $930M sale of iNova business. Company to pay down debt with proceeds,2017-09-29
359,CBC,Who wins in Alberta when oil and dollar are low?. Not everyone feels the pain when oil prices drop,2015-01-29
360,CBC,Pizza Delight parent company shrinking Moncton corporate office. Number of staff affected unclear,2015-01-20
361,CBC,Pizza Delight parent company shrinking Moncton corporate office. Number of staff affected unclear,2015-01-20
362,CBC,RIM to review management structure. Board committee of independent directors to report back by next January ,2011-07-01
363,CBC,"Markets up as retailers rise with holiday shopping. Amazon, other retailers had last-minute surge in online holiday shopping",2019-12-26
364,CBC,"Oilpatch buyers expected to stay on the sidelines in 2020, analysts say. 'Canadian guys are facing more country risk and currency risk and regulatory risk'",2019-12-23
365,CBC,Experts raise concern over latest network outage in Atlantic Canada. One expert says the CRTC needs to consider backup plans,2017-08-08
366,CBC,"Oilpatch buyers expected to stay on the sidelines in 2020, analysts say. 'Canadian guys are facing more country risk and currency risk and regulatory risk'",2019-12-23
367,CBC,RIM to review management structure. Board committee of independent directors to report back by next January ,2011-07-01
368,CBC,OSC proposes new crowdfunding rules. Rules would allow businesses to raise money online,2014-03-25
369,CBC,Women on corporate boards on the rise. But 42% of Canada's biggest listed companies have no female directors,2014-03-03
370,CBC,"How Canada stacks up on women's representation on corporate boards. Progress is slow without concrete steps like term limits on directorships, experts say",2019-05-14
371,CBC,BlackBerry co-founder Mike Lazaridis sells $26M US in shares. Sale puts Lazaridis stake in company at less than 5% ,2013-12-26
372,CBC,"The rise and fall of Valeant Pharmaceuticals. Canadian drugmaker's fortunes fall amid fraud allegations, criminal investigations",2017-03-14
373,CBC,Bombardier asks court to stop Metro car bids. Says Montreal transit agency's new call for tender violates prior commitment ,2010-05-19
374,CBC,Home Capital Group says its deposits continue to fall. Mortgage lender expected to have $134 million left in its high-interest savings accounts as of Wednesday,2017-05-10
375,CBC,Bombardier board approves changes to executive compensation after outcry. Montreal-based company reeling from criticism over compensation to top staff,2017-04-10
376,CBC,TransCanada to sell Cancarb to Japanese firm for $190M. Japan's Tokai Carbon Co. Ltd. is buying Cancarb,2014-01-20
377,CBC,Canadian IPOs more than double in 2010. Momentum expected to continue into 2011,2011-01-04
378,CBC,CIBC boosts takeover offer for PrivateBancorp to more than $6B. New deal values Chicago-based PrivateBancorp at approximately $6.6 billion ,2017-03-30
379,CBC,Toronto's Constellation Software to buy Dutch software company. $350-million deal expected to formally close on Dec. 31,2013-12-16
380,CBC,Toronto's Constellation Software to buy Dutch software company. $350-million deal expected to formally close on Dec. 31,2013-12-16
381,CBC,GM to add 2nd Oshawa shift ahead of schedule. Return of up to 700 employees expected,2010-02-11
382,CBC,"18 of country's highest paid CEOs work for Calgary-based companies. Top Calgary boss, Hunter Harrison at Canadian Pacific Railway, paid $19.9M",2017-01-04
383,CBC,"Shares of marijuana companies rise with release of recreational use recommendations. Federal task force says pot should not be co-sold with alcohol, tobacco products in Canada",2016-12-13
384,CBC,New ETFs spur RRSP options. Canadian Exchange Traded Funds have become a money magnet,2012-01-24
385,CBC,"Oil up 14% in 3 days, Canadian dollar continues climb. OPEC announces plans for meeting with non-OPEC producers to finalize production cuts",2016-12-02
386,CBC,JACOS estimates 20 per cent cost increase of Hangingstone oilsands. Startup of the expansion project remains scheduled for the middle of next year,2016-11-08
387,CBC,"COC signs 8-year partnership deal with Canadian Tire. Company also announces deals with CPC, Hockey Canada, CSA, Alpine Canada",2013-01-23
388,CBC,JACOS estimates 20 per cent cost increase of Hangingstone oilsands. Startup of the expansion project remains scheduled for the middle of next year,2016-11-08
389,CBC,Aeroplan strikes deal with Amazon for shoppers to earn points online. Loyalty card members must access Amazon through the Aeroplan website,2018-03-20
390,CBC,Top Canadian CEOs paid almost 159 times the average worker's salary last year. CEOs of 60 biggest public companies in Canada earned an average of $7.89 million in 2015,2016-09-16
391,CBC,Province halts private prosecution against Mount Polley tailings spill. Bev Sellars had filed court documents alleging that Mount Polley Mining Corp. polluted the environment,2018-01-31
392,CBC,Brexit fallout continues as pound hit new lows. British pound has lost almost 20 cents US since voters chose to leave EU last week,2016-06-27
393,CBC,"Gold soars, markets slump on growth worries. TSX has 6th straight loss",2011-08-03
394,CBC,Brexit fallout continues as pound hit new lows. British pound has lost almost 20 cents US since voters chose to leave EU last week,2016-06-27
395,CBC,"Gold soars, markets slump on growth worries. TSX has 6th straight loss",2011-08-03
396,CBC,Apple warning on lower sales sparks another stock market sell-off. 'Flash Crash' in foreign exchange markets sees volatile trading in currencies,2019-01-03
397,CBC,Joint agreement: Delta 9 to grow pot for Canada's largest marijuana producer. Ontario-based Canopy Growth and Winnipeg's Delta 9 working on plan to serve Manitoba market,2017-11-28
398,CBC,Apple warning on lower sales sparks another stock market sell-off. 'Flash Crash' in foreign exchange markets sees volatile trading in currencies,2019-01-03
399,CBC,"S&P 500 hits record high on hopes of trade deal, rate cut. Technology stocks also helped push benchmark index to all-time high and Nasdaq close to record",2019-10-28
400,CBC,"S&P 500 hits record high on hopes of trade deal, rate cut. Technology stocks also helped push benchmark index to all-time high and Nasdaq close to record",2019-10-28
401,CBC,"Crude price plummet raises spectre of spending cuts, job losses in Canadian oilpatch. 'This is one of the biggest shocks we've seen in the last 40 years,' analyst says",2020-03-12
402,CBC,Stock markets fall into bear market territory after Mnuchin and Trump stoke worries. Monday's trading was the worst ever on a Christmas Eve for all 3 U.S. indexes,2018-12-24
403,CBC,'We have stumbled': crypto fund NextBlock Global pulls plans to go public. Company says it will return money to investors,2017-11-06
404,CBC,"Nova Scotia wind energy company to fight high Nova Scotia Power tariffs. 'Under the proposed rates, it is very unlikely that any developer will participate,' says wind company head",2016-01-16
405,CBC,HBC minority shareholder calls for special meeting to replace board of directors. HBC management has been under pressure for months from Land & Buildings Investment Management ,2017-10-23
406,CBC,"Which Saskatchewan executive got paid the most in 2014?. Retired CEO's $8.69M put him on top of the list, 38th place in Canada",2016-01-04
407,CBC,"Dow Jones hits 23,000 mark for the first time. Famous U.S. stock benchmark has passed several, 1,000-point milestones this year",2017-10-17
408,CBC,Securities regulator sets out rules for Canadian marijuana stocks with U.S. interests. Toronto stock exchange plans review and still may delist some pot stocks ,2017-10-16
409,CBC,"Onex sells U.S. medical investment. Sale produces 8 times initial investment, company says",2011-02-14
410,CBC,BlackBerry shares jump as company beats expectations with $19M profit. Software and service revenue hit record high,2017-09-28
411,CBC,"Oil prices rebound, buoying loonie and Canadian stocks. As OPEC production cuts kick in, benchmark contract has been rising",2019-01-07
412,CBC,"WestJet plans new fees, despite record profit. Calgary-based airline says its 3rd-quarter net earnings nearly hit $102M",2015-11-04
413,CBC,Global markets sink again as tech and retail stocks drop. Price of oil drops 6.6% on concern that global economic growth will slow,2018-11-20
414,CBC,Stock markets start year on shaky ground after big losses in 2018. Weak manufacturing data from China continues to fuel concerns over global growth,2019-01-02
415,CBC,Tyhee Gold misses deadline on $5M loan. Company expects loan deadline to be extended again; still wants to advance Yellowknife Gold Project,2015-11-02
416,CBC,Former Centerra CEO Len Homeniuk free to leave Bulgaria. Canadian executive detained after Kyrgyzstan levied corruption charges ,2015-10-16
417,CBC,Canadian lender Callidus Capital disputes report of whistleblowers alleging fraud. Wall Street Journal says at least four unnamed individuals have filed complaints with OSC,2017-08-10
418,CBC,Canada Goose shares slump another 4% after chain delays Beijing store launch. Iconic parka maker has found itself in the middle of anti-Canadian backlash from Chinese consumers,2018-12-14
419,CBC,"Loonie shoots higher as oil rises, economy posts strong growth. S&P/TSX composite index lost 62.71 points to 15,128.65",2017-07-28
420,CBC,Bombardier denies report of rail merger with Siemens. Transportation conglomerate rules out sale of rail division,2015-07-29
421,CBC,"NYSE glitch caused by software update, exchange says. New York Stock Exchange must verifty cause and report to U.S. Securities and Exchange Commission,",2015-07-09
422,CBC,U.S. Federal Reserve cuts benchmark interest rate by half-point to offset coronavirus impact. Rate cut is biggest since 2008 financial crisis,2020-03-03
