Column1,source,author,title,description,title_desc_sent_1,sent_1_note,title_desc_sent_2,sent_2_note,publishedAt,url,urlToImage,content
205,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Kevin Orland,Why are energy stocks so cold when Canadian oil prices are so hot?,Oil cuts that boosted price send clear signal 'You can't grow. Don't even try',-1,energy stocks accounts for 15% of TSX60 Index,-1,,1/21/2019,https://business.financialpost.com/commodities/energy/canadian-oil-surge-fails-to-lift-producers-out-of-the-doldrums,https://financialpostcom.files.wordpress.com/2019/01/oilsands2.jpg,"Alberta’s crude curtailment plan has caused a dramatic rise in the price of heavy Canadian oil. But for shares of energy companies, it hasn’t been as much of a help.Since the production curtailment was unveiled early last month, Western Canadian Select crude has almost doubled to about $43 a barrel, narrowing its discount to benchmark U.S. oil to an almost decade-low of $6.95 a barrel on Jan. 11. Yet in that same time, the S&P/TSX Energy Index is up less than 4 per cent.Driving the stagnant performance are the forced cuts in output among the larger producers as well as a series of conservative moves by smaller drillers who are less affected by the program. Overall, the industry is dialling back spending and waiting for better days — a strategy that analysts have lauded as prudent but that investors have found less than compelling.“Certainly the curtailment program has helped the cash flows, but it’s sending a clear signal: ‘You can’t grow. Don’t even try,’” said Laura Lau, who helps manage $1.4 billion in assets at Brompton Corp. in Toronto.The larger producers that are most affected by the curtailment, such as Suncor Energy Inc., Canadian Natural Resources Ltd. and Cenovus Energy Inc., are all planning on flat or reduced spending next year.Smaller drillers who aren’t forced to cut as much output are following suit. Whitecap Resources Inc. said last month that it’s keeping spending in line with last year’s levels and heavily weighting it to the second half. Crescent Point Energy Corp. said last week that it’s slashing its spending by $500 million to about $1.3 billion and trimming its dividend.The frugality has even spread beyond the oil industry to gas producers, much of whose output goes to fuel oilsands operations. Peyto Exploration & Development Corp. last week set a capital budget of $150 million to $200 million for the year, down $100 million from the forecast it gave in November, and cut its dividend.While many of those moves were cheered by analysts, investors were less enthused. In the first trading session after announcing their plans, Peyto slid 11 per cent, Crescent Point fell 1.3 per cent and Whitecap dropped 6.8 per cent.The message that companies are sending to investors is that they don’t have confidence that the long-term problems the industry is facing — such as the inability to get new pipelines built — will be fixed, Lau said. And even though the curtailment program is achieving its goal of boosting Canadian crude prices, the fact that it was even needed sends a negative signal to investors, she said.“If Alberta, which I’d argue is the most entrepreneurial of the provinces, is seeking government intervention, it just shows things are really bad,” Lau said.Bloomberg.com"
206,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Kristine Owram,Canadian stocks post their best start to the year since 1980,TSX up seven per cent since Jan. 1 on 11th straight day of gains. But what's that got to do with Cheech & Chong?,1,,1,,1/18/2019,https://business.financialpost.com/investing/canadian-stocks-post-their-best-start-to-the-year-since-1980,https://financialpostcom.files.wordpress.com/2019/01/cheech_and_chong.jpg,"The last time Canadian stocks started the year with such a dramatic gain, Michael Jackson’s Rock With You was the No. 1 song, the Rubik’s Cube had just hit store shelves and Bank of Canada’s key lending rate was almost 13 per cent.The S&P/TSX Composite Index has gained about seven per cent since the close of trading on Dec. 31, the largest increase over the first 18 days of the year since 1980, when the benchmark was up 8.5 per cent, data compiled by Bloomberg show. The index is up 11 straight days.Behind this year’s rally are the sorts of firms that were unimaginable in 1980, when Cheech and Chong’s second film had just hit theatres: pot producers. Three of the top four gainers year-to-date are Canopy Growth Corp., up 58 per cent, Cronos Group Inc., up 38 per cent and Aurora Cannabis Inc., up 26 per cent.The gain puts Canadian stocks in eighth place among developed-world markets, providing some relief to investors who lost almost 12 per cent last year. Austria is leading with an 8.8 percent gain while the S&P 500 has advanced by 6.3 percent.The next-strongest start to the year was in 1987 when the Canada’s key equity gauge gained 6.7 per cent, just nine months before Black Monday sent markets tumbling.Bloomberg.com"
36,Bloomberg News,Olivia Zaleski,Slack is planning for direct share listing instead of an IPO,"Slack Technologies Inc. plans to forgo a traditional initial public offering and instead intends to sell its shares to bidders in a direct listing, a person familiar with the matter.",0,individual-stock only.,0,,1/11/2019,https://www.bnnbloomberg.ca/slack-is-planning-for-direct-share-listing-instead-of-an-ipo-1.1197196,,"Slack Technologies Inc. plans to forgo a traditional initial public offering and instead intends to sell its shares to bidders in a direct listing, a person familiar with the matter. 
 The messaging platform company is choosing the unusual method for going public because it doesn’t need the cash or publicity of an IPO, said the person, who asked not to be identified because the information wasn’t public. Slack hasn’t filed with U.S. regulators for the listing yet and it’s unclear when it will because of the continuing shutdown of the federal government, the person said. 
 The share sale, which might take place toward mid-year, could value Slack at more than US$7 billion, according to the person, who added that the company’s plans could still change. 
 A representative for San Francisco-based Slack declined to comment. The company was valued at US$7.1 billion in a US$427 million funding round in August. 
 If Slack goes ahead with a direct listing, it will follow music streaming service Spotify Technology SA, which began trading in New York using that method in April. In an IPO, underwriters hammer out the number of shares to sell and at what price, and then take their fees out of the proceeds from an offering. A direct listing allows current investors to offer their stakes directly to new shareholders priced purely on demand. 
 Slack’s plans were reported earlier by the Wall Street Journal. 
 U.S. share listings are facing delays as the government shutdown hits regulatory agencies, including the Securities and Exchange Commission. Anticipated IPOs that may face continuing delays include Lyft Inc., which announced in December that it had filed confidentially for an IPO, and Uber Technologies Inc., which also filed confidentially last month, a person familiar with the matter has said. 
 Slack’s plans may be more directly affected by the shutdown than if it was pursuing an IPO, as the unusual process is likely to require more interaction with regulators. 
 --With assistance from Amy Thomson."
37,Bloomberg News,"Abhishek Vishnoi, Min Jeong Lee and Matthew Burgess",‘Completely bizarre’ stock moves leave traders scratching heads,"As a turbulent December in equity markets draws to a close, there’s one thing traders and investors can agree on: these are not usual times, especially for this time of year.",-1,,-1,,12/27/2018,https://www.bnnbloomberg.ca/completely-bizarre-stock-moves-leave-traders-scratching-heads-1.1188516,,"As a turbulent December in equity markets draws to a close, there’s one thing traders and investors can agree on: these are not usual times, especially for this time of year. 
 It’s “completely bizarre,” says Stephen Innes, head of trading for Asia Pacific at Oanda Corp. “It’s incredible just how harmful markets veer when sentiment slides.” 
 Innes has been taking profit on some winning investments, and snapping up blue-chip stocks whose valuations have dropped in the December selloff, but for the most part he’s keeping his money on the sidelines. Like many other traders in Asia, he’s been watching events play out in the U.S. from a distance, amazed at what he sees. 
 The S&P 500 Index posted its biggest upward reversal since 2010 on Thursday, a day after the gauge capped its largest advance since 2009. Despite the two-day gain, the measure is still down almost 10 per cent in December alone. “I’m on the golf course,” Innes says about how he’s responding. “As I have been most of the week.” 
 Mark Matthews, head of Asia research at Bank Julius Baer & Co. in Singapore, says two “golden rules” have been broken. First, since 1945, December has produced the highest average gains of any month, he says, but this month is set to be the worst of the year. Second, since the 1970s, the S&P 500 has never slumped when earnings growth was more than 10 per cent, according to him. But as a long-only investor, Matthews is planning to ride it out. “I remain invested through good times and bad,” he says. “Not being invested, over the long term, is like betting against the house in a casino.” 
 Over in Sydney, Sean Fenton is scratching his head. “It’s certainly unusual for this time of year,” the portfolio manager at Tribeca Investment Partners says of the market moves. “You see people take holidays and sort of shutting up shop, not surges in volatility.” Fenton, like Matthews, says he’s hunkering down, betting that the U.S. economy is robust and the sell-off will bottom out. For this time of year, he’s “probably a little more focused on the market,” he says, but that doesn’t mean he’s got reasons for the moves. “Trying to explain short-term movements in the markets is an exercise in futility because generally it’s pretty random,” he says. 
 In Tokyo, Hajime Sakai is just staying away from trading. The chief fund manager at Mito Securities Co. admits the whole thing took him by surprise. “I can’t really say I’ve been dealing with it,” he says. “I wasn’t quite able to respond.” That’s partly because of the time lag between when he makes a trading decision and when the trade is executed, which is often a day or two later. In markets this choppy, that gap makes trading close to impossible. “We’re increasingly faced with situations where the price is completely different at the point of execution versus when we made the decision,” he says. 
 
 Hold Cash 
 “We have never seen the U.S. market dropping at this magnitude and speed for the past eight to nine years,” says Margaret Yang, a market analyst at CMC Markets in Singapore. Yang’s solution is to go overweight cash for the time being. She expects the volatility to continue until year-end, until investors get a clearer picture from the holiday earnings season. But longer-term, she doesn’t know if this will prove a “healthy correction” as investors find the S&P 500’s low valuations attractive and earnings come in above expectations, or if it will mark the end of the 10-year bull run. Either way, one thing’s for certain: “The recent movement is definitely unusual,” she says. 
 In South Korea, Lee Dong-jun agrees. The head of the global investment team at DB Asset Management in Seoul has also been staying as clear of the market as possible this week, tending only to existing investments and keeping away from new trades. “This isn’t normal,” he says of the market turbulence. “Investor sentiment is very bad.” And while “we don’t think this kind of huge volatility will persist,” he says, “our thinking is that it’s not a good idea to actively trade stocks in a market like this.”"
220,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}",Bloomberg News,China accuses Canada of violating bilateral agreement in Huawei arrest,Ottawa warned it could face ‘severe consequences’ if Wanzhou Meng not released immediately,0,not stock related,0,,12/10/2018,https://business.financialpost.com/news/economy/china-says-canada-violated-bilateral-agreement-in-huawei-arrest?video_autoplay=true,https://financialpostcom.files.wordpress.com/2018/12/huawei-hearing.jpg,"China accused Canada of violating a bilateral agreement by failing to speedily inform its consulate of the arrest of Huawei Technologies Co. Chief Financial Officer Meng Wanzhou, as tensions between the nations continue to escalate.“According to the China-Canada consular agreement, if a Chinese citizen is arrested by the Canadian government, the Canadian government should immediately notify the Chinese embassy,” Chinese Foreign Ministry spokesman Lu Kang told reporters in Beijing on Monday. “But the Canadian government didn’t do that.”Despite follow-up questions on when Beijing found out about the detention, Lu declined to provide more details.Over the weekend, Chinese authorities separately summoned the ambassadors of Canada and the U.S. to protest Meng’s arrest on allegations she committed fraud to sidestep sanctions against Iran. The case has become a flash-point in ties between the U.S. and China that’s rattled investors and sent stock markets tumbling.Vice Foreign Minister Le Yucheng warned Canada’s ambassador that his nation could face “severe consequences” if it didn’t release Meng immediately. Le said earlier in a separate statement that U.S. actions have violated the “legitimate rights and interests of Chinese citizens and are extremely bad in nature,” while also pledging further action.China and the U.S. are grappling with how to react to the incident, which threatens to upend progress in trade talks achieved in Argentina. President Donald Trump’s trade team sought to insulate talks with China from the growing dispute on Sunday, while officials in Beijing have debated the pros and cons of retaliation.On Friday, the U.S. began a case against the Chinese telecoms giant in a Vancouver courtroom, alleging Meng had hidden ties between Huawei and a company called Skycom that did business in Iran, a lawyer representing Canada said during the court hearing. Canada is presenting the case on behalf of the U.S., which wants to extradite Meng.Her lawyers have cited health issues in a bid to free the Huawei finance chief, painting a picture of a cancer survivor who’s undergone multiple surgeries and needs daily medication to cope with a plethora of health issues. They also outlined how her entire family has deep roots in Vancouver, where she’s being held. She’s also offered to put up a couple of multi-million-dollar homes as collateral.Meng’s case has struck a nerve with Chinese officials in part because Huawei, founded by her father Ren Zhengfei, is a national champion at the forefront of President Xi Jinping’s efforts for China to be self-sufficient in strategic technologies.Along with Huawei’s growing prominence has come increased scrutiny from the U.S. and its allies over fears its equipment could be used for spying, with Kyodo News reporting that Japan could join Australia and New Zealand in keeping Chinese equipment away from their phone networks. China seeks fair, transparent and non-discriminatory treatment from Japan, Lu said.Lu also pushed back against comments from those in other nations who allege Huawei may pose a security threat, saying there isn’t any evidence of cyber-security problems.“I want to stress that the Chinese laws and regulations do not authorize any institutions to force any enterprise to install forced backdoors,” Lu said. “The Chinese government always encourages its enterprises to abide by international rules and local laws.”Bloomberg.com"
39,Bloomberg News,Sarah Ponczek,Trump hasn’t tweeted about the stock market since Nov. 12,Stocks go south and President Donald Trump goes quiet.,-1,,-1,,12/6/2018,https://www.bnnbloomberg.ca/trump-hasn-t-tweeted-about-the-stock-market-since-nov-12-1.1179356,,"Stocks go south and President Donald Trump goes quiet. 
 Since his election, Trump has tweeted about the stock market more than 35 times. Yet since Nov. 12, his social media account has been mum on the wild vacillations in U.S. equities. 
 Continued bluster on U.S.-China trade, a flattening yield curve and predictions for a 2019 earnings slowdown have helped send the S&P 500 Index down more than 3 per cent since he last weighed in. It swung at least 1 per cent one way or the other on eight days in that span, and is now negative for the year. 
 --With assistance from Eric J. Weiner."
40,Bloomberg News,Ryan Vlastelica,Apple bulls see long-term potential despite recent ‘horror show’,"Apple Inc. analysts expect continued volatility as the company grapples with the prospect of slowing iPhone sales and tariffs against mobile devices made in China, but they also see an opportunity emerging after the biggest monthly decline for the stock in more than a decade.",-1,index heavyweight of Nasdaq,-1,,11/28/2018,https://www.bnnbloomberg.ca/apple-bulls-see-long-term-potential-despite-recent-horror-show-1.1174863,,"Apple Inc. analysts expect continued volatility as the company grapples with the prospect of slowing iPhone sales and tariffs against mobile devices made in China, but they also see an opportunity emerging after the biggest monthly decline for the stock in more than a decade. 
 Wedbush analyst Daniel Ives cut his price target to US$275 from US$310 on Wednesday, the latest investment bank to do so on iPhone demand concerns. However, he affirmed his outperform rating and wrote that Apple remains one of its “favorite tech names heading into 2019 despite the horror show over the last month seen out of Cupertino.” 
 He added that “while this sell off has been a painful one that is hard to stomach for tech investors and caused many of our peers to move to the sidelines on the name,” his long-term bullish thesis remains intact. In a note to clients he cited the company’s valuation as well as a “further monetization of its 750+ million active iPhone installed base through future upgrades and a US$50 billion+ services revenue stream.” 
 The comments echoed a recent report from Morgan Stanley, which also touted Apple’s services business and argued that the recent decline had been overdone. 
 
 Apple shares have plunged almost 25 per cent from a record high in early October, a slump that ended the company’s multiyear streak as the largest stock by market capitalization. The stock has dropped more than 20 per cent thus far this month, putting it on track for its biggest monthly decline since September 2008, during the financial crisis. The shares rebounded 1.3 per cent pre-market on Wednesday. 
 Bernstein analyst Toni Sacconaghi wrote that the sell-off was “the most abrupt in Apple’s history,” and suggested “a good amount of ‘bad news’ might already be priced in” to the shares. 
 “It is difficult to know with certainty where AAPL’s FY 19 EPS estimates could go, but we have stress tested our model, and find it difficult to see EPS declining below FY 18 levels or for iPhone ASPs to decline” year-over-year, he wrote, referring to average selling prices. 
 Despite that, Sacconaghi suggested that Apple shares may see further downside before recovering. 
 “Sell-side estimates have only been revised downwards by -0.8 per cent so far, and history suggests that the stock is unlikely to inflect until estimates stop coming down,” he wrote to clients, affirming his market perform rating and $210 price target. That’s 21 percent above the stock’s last closing price."
223,"{'id': 'fp-bloomberg-news', 'name': 'Bloomberg News From FP'}","Dinesh Nair, Zainab Fattah and Scott Deveau",Brookfield in talks to invest in Dubai property developer Meraas,"Brookfield is weighing options that would give it control of some retail properties from Meraas, including entering into a joint venture for those developments, sources say",0,TSX heavyweight but neutral sentiment?,1,positive for heavyweight company,11/27/2018,https://business.financialpost.com/real-estate/property-post/brookfield-is-in-talks-to-invest-in-dubais-property-developer-meraas,https://financialpostcom.files.wordpress.com/2018/11/dubai.jpg,"Brookfield Asset Management Inc. is in early talks for an investment in Dubai property developer Meraas Holding, according to people with knowledge of the matter, in a deal that would signal a vote of confidence in the emirate’s ailing property market.The Canadian firm is weighing options that would give it control of some retail properties from Meraas, including entering into a joint venture for those developments, the people said, declining to be identified as the deliberations are confidential. Brookfield is considering taking a stake in the state-run conglomerate as part of such a deal, they said. The discussions are in preliminary stages and may not result in an accord, they said.Representatives for Brookfield and Meraas declined to comment.Besides developing commercial and residential properties around Dubai, Meraas has also invested in attractions such as cinemas, hotels, restaurants and entertainment parks, as well as a health-care venture and projects like the Dubai Cruise Terminal. The firm’s Chairman Abdulla Al Habbai was appointed last year as chairman of Dubai Holding, one of three main state holding companies in the emirate.Brookfield, one of the world’s largest asset managers, owns very little property in the Middle East. It’s in the middle of developing an office tower in Dubai known as ICD Brookfield Place.Dubai, which has evolved in recent decades from a fishing village into a hub for finance, trade and tourism in the region, has seen its economy take a hit by the rout in oil prices. Occupancy in its malls have eased as high spenders from neighbouring Gulf countries tighten their belts while expatriates threaten to return home and the stock market posts its worst performance in a decade.–With assistance from Matthew Martin.Bloomberg.com"
42,Bloomberg News,Kristine Owram,U.S. pot rush continues as DionyMed prepares to list in Canada,"The flood of U.S. pot companies onto Canadian stock exchanges continued Friday, with DionyMed Holdings Inc. receiving conditional approval for its listing after raising $35 million in a private placement.",1,,1,,11/23/2018,https://www.bnnbloomberg.ca/u-s-pot-rush-continues-as-dionymed-prepares-to-list-in-canada-1.1172914,,"The flood of U.S. pot companies onto Canadian stock exchanges continued Friday, with DionyMed Holdings Inc. receiving conditional approval for its listing after raising $35 million in a private placement. 
 DionyMed, which owns cannabis brands and distribution platforms in California and Oregon, will have a market value of about $300 million, Chief Executive Officer Edward Fields said in an interview. He expects the company to generate US$70 million in revenue this year and US$197 million next year. 
 The firm plans to expand into other states following the recent midterm elections, which saw Michigan legalize recreational marijuana and a changing of the guard to a more pro-pot Congress. Cannabis remains illegal federally in the U.S. 
 “We’re quite optimistic about the improvement around banking issues and tax issues and compliance issues federally, and I think that’s part of the call to arms for expanding and having a true national footprint,” Fields said. “We are actively working on our expansion plans in Nevada, Massachusetts, Colorado and other cannabis-friendly markets.” 
 DionyMed will trade on the Canadian Securities Exchange via a reverse takeover under the ticker DYME. A date for the debut hasn’t been set. The CSE is the only exchange in Canada to allow listings of cannabis producers with U.S. operations. These firms raised a combined $1.5 billion on the exchange in the first 10 months of the year. 
 Cannabis Canada  is BNN Bloomberg’s in-depth series exploring the stunning formation of the entirely new – and controversial – Canadian recreational marijuana industry. Read more from the  special series here  and subscribe to our  Cannabis Canada newsletter  to have the latest marijuana news delivered directly to your inbox every day."
53,Bloomberg News,Sofia Horta e Costa and Fox Hu,Here are the reasons China's equity rout is getting even worse,"Chinese equities have already lost US$3 trillion in market value since January, and hopes for better days ahead are fading.",-1,?affecting TSX?,-1,,10/26/2018,https://www.bnnbloomberg.ca/here-are-the-reasons-china-s-equity-rout-is-getting-even-worse-1.1158606,,"Chinese equities have already lost US$3 trillion in market value since January, and hopes for better days ahead are fading. 
 Anyone counting on a breather in this year’s final stretch got slapped with another 8.4 per cent drop for the Shanghai Composite Index so far in October, putting it on course for its worst month since early 2016. That sets the gauge up for its third-worst annual performance ever, behind a 65 per cent meltdown at the height of the global financial crisis in 2008 and a 22 per cent plunge in 1994. China has become the world’s worst place to own stocks in 2018. 
 Reasons to flee the nation’s stocks have piled up this year, starting with a liquidity squeeze spurred by China’s deleveraging campaign that’s led to record bonds defaults and hurt economic growth. Add to that a worsening trade war, rising interest rates and the strong U.S. dollar souring the outlook for emerging-market assets, and Chinese stocks are now facing a downward spiral made worse by the billions of dollars of shares at risk of forced selling. 
 Here’s a look at everything that’s weighing on sentiment: 
 Shadow financing, which includes entrusted loans, trust loans and bank acceptances, is getting worse. Its outstanding volume shrank for a seventh straight month in September, reaching its lowest since January 2017. A government-orchestrated campaign to cut leverage has squeezed private companies that relied on such funding channels, as banks have curbed lending. 
 Another hit to sentiment came in the past two days, when quarterly statements showed five funds linked to the Chinese government sold all their stock holdings. That prompted speculation about whether Beijing will help put a floor on equity prices, with investors wondering if the move suggests its so-called “national team” is withdrawing from the market. 
 There’s also the threat coming from brokers and banks, which account for more than half of the US$640 billion of shares pledged for loans. The stock rout may force lenders to sell equities, accelerating a vicious circle. 
 The strength in the greenback -- the Bloomberg Dollar Spot Index hit its highest level since June 2017 this week -- has also been a key reason of concern. That’s prompted an exodus from emerging-market assets and increased pressure on the yuan. In the latest sign that capital outflows are picking up, Chinese banks sold the most foreign currency to their clients since December 2016, data by the State Administration of Foreign Exchange showed Thursday. 
 It doesn’t help that markets around the globe are sinking, giving stock investors nowhere to hide. In the U.S., tech shares have been pummeled, with companies including Amazon.com Inc. and Google parent Alphabet Inc. being the latest to give disappointing earnings results. Equities worldwide have lost almost US$7.8 trillion in market value this month alone, and US$15 trillion since January. 
 That’s all added up to a turbulent ride for Chinese stock traders: The Shanghai Composite Index is on track to post its wildest average intraday moves since January 2016 this month. Investors have rushed to hedge against swings, pushing the number of options linked to an exchange-traded fund tracking Shanghai’s SSE 50 Index to levels never seen before. 
 --With assistance from Tian Chen and Jun Luo."
55,Bloomberg News,,China’s stock rout puts US$613B of share pledges at risk,The rout in Chinese equities is throwing the spotlight on US$613 billion of shares pledged as collateral for loans.,-1,,-1,,10/16/2018,https://www.bnnbloomberg.ca/china-s-stock-rout-puts-us-613b-of-share-pledges-at-risk-1.1153041,,"The rout in Chinese equities is throwing the spotlight on US$613 billion of shares pledged as collateral for loans. 
 Loans extended to company founders and other major investors who pledged their shareholdings as collateral emerged as a popular financing channel in recent years. But given the losses in equities -- Shenzhen’s stock benchmark is down 34 per cent in 2018 -- there’s a growing risk that brokerages will be forced to sell the shares, accelerating the downturn. 
 At least 35 companies have seen pledged shares liquidated by brokerages since the start of June, more than triple the 10 in the first five months of the year, according to company filings. At least two firms announced after Monday’s close that their shares were at risk of forced selling, including Jilin Zixin Pharmaceutical Industrial Co., which plunged by the 10 per cent daily limit. 
 ""There’s a liquidity crisis in the stock market, and pledged shares are again starting to sound the alarm,"" said Yang Hai, analyst at Kaiyuan Securities Co. ""If there are no real policies to cure the array of problems and ailments in our market, no one will be willing to take the risk."" 
 About 4.24 trillion yuan (US$613 billion) of shares have been pledged as collateral for loans, according to Bloomberg calculations using China Securities Depository and Clearing Corp. data, accounting for about 11 per cent of the country’s stock market capitalization. 
 Forced selling is adding to the long list of issues facing investors in China’s US$5.3 trillion market, from worsening trade ties with the U.S. to concerns of slowing domestic demand and a slumping yuan. In a sign of how bearish sentiment is, margin debt has fallen to four-year lows. 
 The government has taken steps to limit forced selling, but it’s failed to slow this year’s US$3 trillion rout. 
 Brokerages were told to seek government approval before selling shares pledged as collateral for loans, Bloomberg News reported in June, while the top financial regulator said in August it’s closely watching corporate stock pledges. 
 Even a meeting by the chief securities regulator with investors last weekend didn’t engender confidence: The Shanghai Composite Index slumped 2.3 per cent in the two days after to a four-year low. 
 Stocks in the hi-tech hub of Shenzhen have been worst hit, partly due to the dominance of privately-run startups. The city’s equity index is on pace for its worst year since 2008, while about one-fifth of the gauge’s more than 2,000 stocks have lost at least half of their value. 
 ""The risks in share-pledged loans will continue to grow if the stock market falls further,"" said Shen Bifan, chief strategist at Shenzhen Spruces Capital Management Co. ""Major shareholders usually tend to increase collateral to avoid forced selling. The problem is that some borrowers have already pledged everything they have."""
56,Bloomberg News,Ian Sayson,The world's worst stock market is still not cheap enough to buy,"For some Philippine money managers, it’s still too soon to scoop up shares in the world’s worst-performing stock market.",0,not affecting N Amer,0,,10/3/2018,https://www.bnnbloomberg.ca/the-world-s-worst-stock-market-is-still-not-cheap-enough-to-buy-1.1146493,,"For some Philippine money managers, it’s still too soon to scoop up shares in the world’s worst-performing stock market. 
 As the Philippine Stock Exchange Index dipped below 7,100 during Tuesday’s session, taking its valuation to its lowest level since January 2016, Metropolitan Bank & Trust Co. is among the firms that’s staying on the sidelines. John Padilla, the head of equities at the money manager, says he’s too concerned about the high inflation level, rising oil prices, weakening peso, increasing interest rates and drying up liquidity. 
 “Everybody is bracing and positioning for a higher inflation, and with oil continuing its climb there isn’t anything to say that’s enticing to go bargain hunting at this point,” said Padilla, who helps manage 450 billion pesos (US$8.3 billion). “It used to be that a buy-on-weakness strategy works, but now for prudence it’s better to step aside and let the market take its course.” 
 The Philippine Stock Exchange has plunged 17 per cent since the end of December, becoming the world’s biggest losing equity market and taking its valuation to 15 times estimated earnings for the next year, below its five-year average. The gauge fell as much as 0.5 per cent to 7,095.26 on Wednesday. 
 The recent sell-off from emerging markets and U.S.-China trade frictions only added to worries over the nation’s headwinds. Overseas investors have withdrawn almost US$1.6 billion in 2018, exceeding inflows from the past four years. 
 Padilla said it’s not improbable for the Philippine stock gauge to fall below 7,000 in the near term and that it could go as low as 6,600. He said his firm will change its underweight call on the equities should consumer prices, the peso, interest rates and liquidity show improvements. September inflation data are due on Friday. 
 “You can get a better return with your cash in time deposit now rather than exposing it to equities, where at best you get a flat return but run the risk of losing part of your money if you buy the wrong name,” Padilla said. 
 The country’s shares will face more challenges before things get better, according to Michael Enriquez, the chief investment officer of Sun Life of Canada Philippines Inc. The PSEi could stay at around 7,100 this year, with earnings growth of 5.5 per cent compared with 10 per cent to 12 per cent consensus, he said. To put that into perspective, the key stock gauge closed at almost 8,559 at the end of last year. 
 Steven Ko, who helps manage 60 billion pesos at Rizal Commercial Banking Corp., sees further risk as limited. While the benchmark index may drop to 6,900, he says there’s also a chance it could climb to 8,000 this year as sentiment improves. He expects inflation to peak and says the peso may have already seen its sharpest depreciation this year. 
 “We are still holding on to our cash, but we are selectively buying some of the oversold names that are already worth looking into,” Ko said. He favors property stocks because he sees higher earnings-growth prospects and likes banks as he deems them unduly hit by the rout."
63,Bloomberg News,Lu Wang,U.S. stocks weather quad witching to cap record week,"U.S. stocks dropped from early session highs to cap a record-breaking week with something of a whimper. Declines in tech giants including Apple Inc. (AAPL.O), Amazon.com Inc. (AMZN.O) and Facebook Inc. (FB.O) dragged on benchmarks as quarterly rebalancing spurred trading.",-1,,-1,,9/20/2018,https://www.bnnbloomberg.ca/u-s-stocks-weather-quad-witching-to-cap-record-week-1.1140614,,"U.S. stocks dropped from early session highs to cap a record-breaking week with something of a whimper. Declines in tech giants including Apple Inc. ( AAPL.O ), Amazon.com Inc. ( AMZN.O ) and Facebook Inc. ( FB.O ) dragged on benchmarks as quarterly rebalancing spurred trading. 
 The S&P 500 Index broke its three-day win streak but still notched a second positive week in a row after reaching a new high Thursday. Quadruple witching -- when futures and options on indexes and individual stocks expire -- and the largest revision to the Global Industry Classification Standard since 1999 may be behind the slide and the higher-than-average volumes. More than 10 billion shares changed hands on U.S. exchanges Friday, 64 per cent higher than the three-month average. 
 “The big news this week has been a good balance in emerging market stocks,” Jurrien Timmer, director of global macro at Fidelity Investments, said by phone. “There’s hope among market participants that the various trade tensions between the U.S. and China will ultimately be contained or won’t be big enough to derail the global economic cycle. I think today the market is just hanging out after the various indexes have made new highs this week.” 
 Earlier, the bullish mood that characterized most of the week buoyed global equity markets. Stocks rallied in Europe and Asia, and the MSCI All-Country World Index was poised for a seven-month high. Treasury yields held above 3 per cent. The dollar and commodities gained. 
 The pound sank after Prime Minister Theresa May said the U.K. and European Union were “at an impasse” on Brexit. The euro slipped from a three-month high after data showed euro-area expansion edged lower in September. Italian bonds climbed as Finance Minister Giovanni Tria prepares a draft budget. In Japan, news that the BOJ is trimming purchases of debt maturing in more than 25 years helped boost 20-year and 30-year government bond yields. 
 Raw materials, stocks and emerging-market assets are all rallying as investors bet the global economic expansion is intact despite the latest data from Europe and the escalating trade war. The Bloomberg Commodity Index climbed to its highest level in more than a month, fueled by gains in crude oil and copper. 
 Emerging-market stocks and currencies extended a rally. Indian stocks bucked the developing-nation trend, however, as a plunge in banks set off an exodus from financial shares. 
 The big rearrangement of the GICS takes effect Sept. 24, with the creation of the communication services group. The new industry category will include three of the four FANG stocks -- Facebook, Alphabet and Netflix -- and could force investors who track indexes based on the classification to reshuffle their money. 
 Stocks 
 The S&P 500 Index fell less than 0.05 per cent. The Stoxx Europe 600 Index gained 0.4 per cent to a three-week high. The U.K.’s FTSE 100 Index climbed 1.7 per cent. The MSCI Emerging Market Index rose 1.4 per cent to a three-week high. The MSCI All-Country World Index increased 0.3 per cent. 
 Currencies 
 The Bloomberg Dollar Spot Index advanced 0.2 per cent, the biggest gain in a week. The euro fell 0.2 per cent to US$1.1755. The British pound sank 1.4 per cent to US$1.3085, the biggest drop in almost a year. The Japanese yen declined 0.1 per cent to 112.56 per dollar. 
 Bonds 
 The yield on 10-year Treasuries gained less than one basis point to 3.06 per cent, a four-month high. Germany’s 10-year yield decreased one basis point to 0.46 per cent. Britain’s 10-year yield fell three basis points to 1.553 per cent. 
 Commodities 
 The Bloomberg Commodity Index increased 0.6 per cent to the highest in six weeks. West Texas Intermediate crude gained 0.7 per cent to US$70.82 a barrel. Gold fell 0.7 per cent to US$1,199.01 an ounce."
