,description,publishedAt,title,title_desc_sent_1,title_desc
10,But laid-off bartender who originally qualified for EI found switch-over to COVID-19 benefit confusing,2020-04-07,Pretty good for government': Laid-off workers praise ease of COVID-19 emergency benefits site,0,Pretty good for government': Laid-off workers praise ease of COVID-19 emergency benefits site. But laid-off bartender who originally qualified for EI found switch-over to COVID-19 benefit confusing
33,Lawyers for Deborah Dugan filed a discrimination complaint with the Equal Employment Opportunity Commission,2020-01-24,Grammys CEO says she was ousted after reporting harassment,0,Grammys CEO says she was ousted after reporting harassment. Lawyers for Deborah Dugan filed a discrimination complaint with the Equal Employment Opportunity Commission
65,"Green Party Leader Elizabeth May also in N.B., says it's her third trip this year",2019-09-24,"NDP leader lands in New Brunswick, says he's sorry for not visiting sooner",0,"NDP leader lands in New Brunswick, says he's sorry for not visiting sooner. Green Party Leader Elizabeth May also in N.B., says it's her third trip this year"
30,"IT systems may not be able to handle service improvements promised by Liberals, briefing document says",2020-02-02,"Aging government computer systems at risk of 'critical failure,' Trudeau warned",0,"Aging government computer systems at risk of 'critical failure,' Trudeau warned. IT systems may not be able to handle service improvements promised by Liberals, briefing document says"
7,We recognize these decisions have significant impacts on employees',2020-04-27,MRU expands mandatory unpaid leave for employees as COVID crisis continues,0,MRU expands mandatory unpaid leave for employees as COVID crisis continues. We recognize these decisions have significant impacts on employees'
96,Some see the loonie falling below 74 cents after the central bank’s rate decision this week,2019-05-27,Markets are more gloomy about our economy than the Bank of Canada — who’s right?,0,Markets are more gloomy about our economy than the Bank of Canada — who’s right?. Some see the loonie falling below 74 cents after the central bank’s rate decision this week
24,Privacy commissioner's office says it has found 'strong indications of systemic under-reporting',2020-02-14,"Personal information belonging to 144,000 Canadians breached by federal departments and agencies",0,"Personal information belonging to 144,000 Canadians breached by federal departments and agencies. Privacy commissioner's office says it has found 'strong indications of systemic under-reporting'"
12,8 of 22 of COVID-19 cases on P.E.I. considered recovered,2020-04-06,"COVID-19 on P.E.I.: What's happening Monday, April 6",0,"COVID-19 on P.E.I.: What's happening Monday, April 6. 8 of 22 of COVID-19 cases on P.E.I. considered recovered"
85,"Her views on central-banking issues fall in line with the ECB's — that is, with at least one exception",2019-07-03,"The world of monetary policy, according to Christine Lagarde",0,"The world of monetary policy, according to Christine Lagarde. Her views on central-banking issues fall in line with the ECB's — that is, with at least one exception"
5,"Already strained by COVID-19, institutions could be further challenged by lack of new students",2020-05-07,Post-secondary schools face rough autumn if pandemic keeps foreign students away,0,"Post-secondary schools face rough autumn if pandemic keeps foreign students away. Already strained by COVID-19, institutions could be further challenged by lack of new students"
96,Some see the loonie falling below 74 cents after the central bank’s rate decision this week,2019-05-27,Markets are more gloomy about our economy than the Bank of Canada — who’s right?,0,Markets are more gloomy about our economy than the Bank of Canada — who’s right?. Some see the loonie falling below 74 cents after the central bank’s rate decision this week
70,"In the past 10 years, the TSX has dropped an average 1.5% in September",2019-09-03,"If you thought August was bad, get ready for the worst month for Canadian stocks",0,"If you thought August was bad, get ready for the worst month for Canadian stocks. In the past 10 years, the TSX has dropped an average 1.5% in September"
11,‚Äö√Ñ√≤It‚Äö√Ñ√¥s virtually impossible to reach out to Service Canada at a time when Service Canada is really needed‚Äö√Ñ√¥,2020-04-07,P.E.I. residents struggle to apply for EI as COVID-19 claims swamp phone lines,0,P.E.I. residents struggle to apply for EI as COVID-19 claims swamp phone lines. ‚Äö√Ñ√≤It‚Äö√Ñ√¥s virtually impossible to reach out to Service Canada at a time when Service Canada is really needed‚Äö√Ñ√¥
75,Federal program shuttered in 2010,2019-08-15,Ontario prison farms making a comeback,0,Ontario prison farms making a comeback. Federal program shuttered in 2010
57,Walkout deemed illegal by New Brunswick Labour and Employment Board,2019-10-18,Hospital laundry workers ordered back to work,0,Hospital laundry workers ordered back to work. Walkout deemed illegal by New Brunswick Labour and Employment Board
58,"Jon Paul Fiorentino no longer works at university, but school won't say if it's connected to findings",2019-10-16,Investigation into harassment allegations against Concordia creative writing prof over,0,"Investigation into harassment allegations against Concordia creative writing prof over. Jon Paul Fiorentino no longer works at university, but school won't say if it's connected to findings"
79,Unclear what signal will emerge about the scope for further easing,2019-07-31,"Fed looks locked in for quarter-point cut, but there may be drama",0,"Fed looks locked in for quarter-point cut, but there may be drama. Unclear what signal will emerge about the scope for further easing"
7,We recognize these decisions have significant impacts on employees',2020-04-27,MRU expands mandatory unpaid leave for employees as COVID crisis continues,0,MRU expands mandatory unpaid leave for employees as COVID crisis continues. We recognize these decisions have significant impacts on employees'
5,"Already strained by COVID-19, institutions could be further challenged by lack of new students",2020-05-07,Post-secondary schools face rough autumn if pandemic keeps foreign students away,0,"Post-secondary schools face rough autumn if pandemic keeps foreign students away. Already strained by COVID-19, institutions could be further challenged by lack of new students"
9,U.S. stocks posted the biggest weekly gain since 1974,2020-04-09,TSX see biggest weekly gain since 2009 on Fed aid,0,TSX see biggest weekly gain since 2009 on Fed aid. U.S. stocks posted the biggest weekly gain since 1974
88,"The loss of the refinery will likely increase the region's dependence on supplies from Canada, Europe and the Gulf Coast",2019-06-26,"Biggest refinery on U.S. East Coast set to close after huge explosion, driving up fuel prices",0,"Biggest refinery on U.S. East Coast set to close after huge explosion, driving up fuel prices. The loss of the refinery will likely increase the region's dependence on supplies from Canada, Europe and the Gulf Coast"
7,We recognize these decisions have significant impacts on employees',2020-04-27,MRU expands mandatory unpaid leave for employees as COVID crisis continues,0,MRU expands mandatory unpaid leave for employees as COVID crisis continues. We recognize these decisions have significant impacts on employees'
88,"The loss of the refinery will likely increase the region's dependence on supplies from Canada, Europe and the Gulf Coast",2019-06-26,"Biggest refinery on U.S. East Coast set to close after huge explosion, driving up fuel prices",0,"Biggest refinery on U.S. East Coast set to close after huge explosion, driving up fuel prices. The loss of the refinery will likely increase the region's dependence on supplies from Canada, Europe and the Gulf Coast"
107,Luxury-home markets across the biggest cities tumbled last year. Here's what Sotheby's expects in 2019,2019-01-09,The winners and losers of Canada's luxury housing market in 2019,0,The winners and losers of Canada's luxury housing market in 2019. Luxury-home markets across the biggest cities tumbled last year. Here's what Sotheby's expects in 2019
30,"IT systems may not be able to handle service improvements promised by Liberals, briefing document says",2020-02-02,"Aging government computer systems at risk of 'critical failure,' Trudeau warned",0,"Aging government computer systems at risk of 'critical failure,' Trudeau warned. IT systems may not be able to handle service improvements promised by Liberals, briefing document says"
70,"In the past 10 years, the TSX has dropped an average 1.5% in September",2019-09-03,"If you thought August was bad, get ready for the worst month for Canadian stocks",0,"If you thought August was bad, get ready for the worst month for Canadian stocks. In the past 10 years, the TSX has dropped an average 1.5% in September"
55,Brandon Taubman directed inappropriate comments at female reporters following team's pennant-clinching win,2019-10-25,MLB conducting wider probe of Astros after assistant GM fired,0,MLB conducting wider probe of Astros after assistant GM fired. Brandon Taubman directed inappropriate comments at female reporters following team's pennant-clinching win
104,"Six miles from Apple's dazzling new Cupertino campus is an unidentified, non-descript building that could mirror how some workers are treated",2019-02-12,Behind the scenes: What it’s like to work inside Apple’s ‘black site’,0,"Behind the scenes: What it’s like to work inside Apple’s ‘black site’. Six miles from Apple's dazzling new Cupertino campus is an unidentified, non-descript building that could mirror how some workers are treated"
24,Privacy commissioner's office says it has found 'strong indications of systemic under-reporting',2020-02-14,"Personal information belonging to 144,000 Canadians breached by federal departments and agencies",0,"Personal information belonging to 144,000 Canadians breached by federal departments and agencies. Privacy commissioner's office says it has found 'strong indications of systemic under-reporting'"
76,Survivor says she's frustrated by bail decision,2019-08-13,Awet Mehari granted bail pending appeal hearing for sexual assault conviction,0,Awet Mehari granted bail pending appeal hearing for sexual assault conviction. Survivor says she's frustrated by bail decision
26,Could be good news for the nation's increasingly tight real estate markets,2020-02-10,Condo gains push Canadian housing starts to 4-month high,0,Condo gains push Canadian housing starts to 4-month high. Could be good news for the nation's increasingly tight real estate markets
104,"Six miles from Apple's dazzling new Cupertino campus is an unidentified, non-descript building that could mirror how some workers are treated",2019-02-12,Behind the scenes: What it’s like to work inside Apple’s ‘black site’,0,"Behind the scenes: What it’s like to work inside Apple’s ‘black site’. Six miles from Apple's dazzling new Cupertino campus is an unidentified, non-descript building that could mirror how some workers are treated"
66,"Also promises to raise basic personal income tax deduction, saving average family $585 a year",2019-09-23,Trudeau pledges to cut Canadians’ cellphone bills by 25% within four years,0,"Trudeau pledges to cut Canadians’ cellphone bills by 25% within four years. Also promises to raise basic personal income tax deduction, saving average family $585 a year"
85,"Her views on central-banking issues fall in line with the ECB's — that is, with at least one exception",2019-07-03,"The world of monetary policy, according to Christine Lagarde",0,"The world of monetary policy, according to Christine Lagarde. Her views on central-banking issues fall in line with the ECB's — that is, with at least one exception"
39,"(Bloomberg) — After two years of setbacks, the euro is enjoying a wave of much-needed investor optimism as 2019 draws to a close.",2019-12-27,Euro Forecasters See a World-Beating Run in 2020,0,"Euro Forecasters See a World-Beating Run in 2020. (Bloomberg) — After two years of setbacks, the euro is enjoying a wave of much-needed investor optimism as 2019 draws to a close."
49,Province plans to put $250K into ride-sharing projects in up to 3 rural areas,2019-11-19,Nova Scotia eyes ride sharing to ease rural transportation woes,1,Nova Scotia eyes ride sharing to ease rural transportation woes. Province plans to put $250K into ride-sharing projects in up to 3 rural areas
116,"The number of people receiving jobless benefits fell to a record low in February, another reflection of diminishing labor market slack as the Bank of Canada weighs when to raise interest rates again.",2018-04-19,Number of Canadians receiving EI benefits hits record low,1,"Number of Canadians receiving EI benefits hits record low. The number of people receiving jobless benefits fell to a record low in February, another reflection of diminishing labor market slack as the Bank of Canada weighs when to raise interest rates again."
102,Aren’t we supposed to be in a slowdown?,2019-03-08,What gives? Canada’s job market off to its best start in almost 40 years,1,What gives? Canada’s job market off to its best start in almost 40 years. Aren’t we supposed to be in a slowdown?
87,Pickup in oil and gas extraction in wake of Alberta production cuts helps boost GDP,2019-06-28,"Canada's economy shakes off doldrums, expands 0.3% in April",1,"Canada's economy shakes off doldrums, expands 0.3% in April. Pickup in oil and gas extraction in wake of Alberta production cuts helps boost GDP"
51,Allowing more non oilsands output could have an outsized effect on employment without resulting in too much additional output,2019-11-08,Alberta loosens oil curbs by exempting new conventional wells in hopes it will spur drilling and create jobs,1,Alberta loosens oil curbs by exempting new conventional wells in hopes it will spur drilling and create jobs. Allowing more non oilsands output could have an outsized effect on employment without resulting in too much additional output
49,Province plans to put $250K into ride-sharing projects in up to 3 rural areas,2019-11-19,Nova Scotia eyes ride sharing to ease rural transportation woes,1,Nova Scotia eyes ride sharing to ease rural transportation woes. Province plans to put $250K into ride-sharing projects in up to 3 rural areas
114,"Want to join the payroll of a bankrupt retailer this holiday season? Well, has Sears Holdings Corp. got a job for you.",2018-10-15,Sears posts job openings with bankruptcy filing ink still wet,1,"Sears posts job openings with bankruptcy filing ink still wet. Want to join the payroll of a bankrupt retailer this holiday season? Well, has Sears Holdings Corp. got a job for you."
87,Pickup in oil and gas extraction in wake of Alberta production cuts helps boost GDP,2019-06-28,"Canada's economy shakes off doldrums, expands 0.3% in April",1,"Canada's economy shakes off doldrums, expands 0.3% in April. Pickup in oil and gas extraction in wake of Alberta production cuts helps boost GDP"
87,Pickup in oil and gas extraction in wake of Alberta production cuts helps boost GDP,2019-06-28,"Canada's economy shakes off doldrums, expands 0.3% in April",1,"Canada's economy shakes off doldrums, expands 0.3% in April. Pickup in oil and gas extraction in wake of Alberta production cuts helps boost GDP"
27,Jobless rate ticks down to 5.5 per cent on surge in full-time work,2020-02-08,"Canada added 35K full-time jobs last month, twice what was expected",1,"Canada added 35K full-time jobs last month, twice what was expected. Jobless rate ticks down to 5.5 per cent on surge in full-time work"
51,Allowing more non oilsands output could have an outsized effect on employment without resulting in too much additional output,2019-11-08,Alberta loosens oil curbs by exempting new conventional wells in hopes it will spur drilling and create jobs,1,Alberta loosens oil curbs by exempting new conventional wells in hopes it will spur drilling and create jobs. Allowing more non oilsands output could have an outsized effect on employment without resulting in too much additional output
25,"Canadians have become more confident in the prospect of wage hikes if they leave their job, another sign of health for the country’s labour market.",2020-02-13,Healthy labour market is providing wage relief in Canada,1,"Healthy labour market is providing wage relief in Canada. Canadians have become more confident in the prospect of wage hikes if they leave their job, another sign of health for the country’s labour market."
15,"Spending, including direct payments to individuals, dwarfs the $800 billion Obama stimulus that passed five months after the 2008 financial crash",2020-03-25,"White House, senators strike deal on America's biggest rescue package ever — $2 trillion in spending and tax breaks",1,"White House, senators strike deal on America's biggest rescue package ever — $2 trillion in spending and tax breaks. Spending, including direct payments to individuals, dwarfs the $800 billion Obama stimulus that passed five months after the 2008 financial crash"
89,Cash earmarked for energy-efficient gas turbines needed for the $40B project and a new bridge in Kitimat,2019-06-24,"Feds announce $275M for 'largest private sector investment in Canadian history' ‚Äö√Ñ√Æ Kitimat, B.C.'s LNG project",1,"Feds announce $275M for 'largest private sector investment in Canadian history' ‚Äö√Ñ√Æ Kitimat, B.C.'s LNG project. Cash earmarked for energy-efficient gas turbines needed for the $40B project and a new bridge in Kitimat"
37,"Amid an increasingly tough U.S. labour market, the company is betting a higher salary will help it attract workers and keep them on the team",2020-01-09,"Taco Bell is so desperate for workers it's offering $100,000 salaries",1,"Taco Bell is so desperate for workers it's offering $100,000 salaries. Amid an increasingly tough U.S. labour market, the company is betting a higher salary will help it attract workers and keep them on the team"
15,"Spending, including direct payments to individuals, dwarfs the $800 billion Obama stimulus that passed five months after the 2008 financial crash",2020-03-25,"White House, senators strike deal on America's biggest rescue package ever — $2 trillion in spending and tax breaks",1,"White House, senators strike deal on America's biggest rescue package ever — $2 trillion in spending and tax breaks. Spending, including direct payments to individuals, dwarfs the $800 billion Obama stimulus that passed five months after the 2008 financial crash"
13,"Accounting, e-commerce and IT jobs need to be filled, recruiters say",2020-04-03,Looking for work? These industries are hiring in Toronto during the COVID-19 pandemic,1,"Looking for work? These industries are hiring in Toronto during the COVID-19 pandemic. Accounting, e-commerce and IT jobs need to be filled, recruiters say"
89,Cash earmarked for energy-efficient gas turbines needed for the $40B project and a new bridge in Kitimat,2019-06-24,"Feds announce $275M for 'largest private sector investment in Canadian history' ‚Äö√Ñ√Æ Kitimat, B.C.'s LNG project",1,"Feds announce $275M for 'largest private sector investment in Canadian history' ‚Äö√Ñ√Æ Kitimat, B.C.'s LNG project. Cash earmarked for energy-efficient gas turbines needed for the $40B project and a new bridge in Kitimat"
89,Cash earmarked for energy-efficient gas turbines needed for the $40B project and a new bridge in Kitimat,2019-06-24,"Feds announce $275M for 'largest private sector investment in Canadian history' ‚Äö√Ñ√Æ Kitimat, B.C.'s LNG project",1,"Feds announce $275M for 'largest private sector investment in Canadian history' ‚Äö√Ñ√Æ Kitimat, B.C.'s LNG project. Cash earmarked for energy-efficient gas turbines needed for the $40B project and a new bridge in Kitimat"
106,"'Right now, we are continuing to forecast growth this year and for the forecastable future,' Finance Minister says in Davos",2019-01-25,"Canadian expansion on track despite oil, trade headwinds: Morneau",1,"Canadian expansion on track despite oil, trade headwinds: Morneau. 'Right now, we are continuing to forecast growth this year and for the forecastable future,' Finance Minister says in Davos"
80,"West Coast Olefins says proposed facility will create up to 1,000 permanent jobs",2019-07-29,Plastic production could create jobs as mills shut down in B.C. Interior,1,"Plastic production could create jobs as mills shut down in B.C. Interior. West Coast Olefins says proposed facility will create up to 1,000 permanent jobs"
105,A sign of strength in an economy facing several other headwinds,2019-02-08,"Canada unexpectedly gains almost 67,000 jobs as private-sector hiring hits record",1,"Canada unexpectedly gains almost 67,000 jobs as private-sector hiring hits record. A sign of strength in an economy facing several other headwinds"
102,Aren’t we supposed to be in a slowdown?,2019-03-08,What gives? Canada’s job market off to its best start in almost 40 years,1,What gives? Canada’s job market off to its best start in almost 40 years. Aren’t we supposed to be in a slowdown?
102,Aren’t we supposed to be in a slowdown?,2019-03-08,What gives? Canada’s job market off to its best start in almost 40 years,1,What gives? Canada’s job market off to its best start in almost 40 years. Aren’t we supposed to be in a slowdown?
114,"Want to join the payroll of a bankrupt retailer this holiday season? Well, has Sears Holdings Corp. got a job for you.",2018-10-15,Sears posts job openings with bankruptcy filing ink still wet,1,"Sears posts job openings with bankruptcy filing ink still wet. Want to join the payroll of a bankrupt retailer this holiday season? Well, has Sears Holdings Corp. got a job for you."
89,Cash earmarked for energy-efficient gas turbines needed for the $40B project and a new bridge in Kitimat,2019-06-24,"Feds announce $275M for 'largest private sector investment in Canadian history' ‚Äö√Ñ√Æ Kitimat, B.C.'s LNG project",1,"Feds announce $275M for 'largest private sector investment in Canadian history' ‚Äö√Ñ√Æ Kitimat, B.C.'s LNG project. Cash earmarked for energy-efficient gas turbines needed for the $40B project and a new bridge in Kitimat"
116,"The number of people receiving jobless benefits fell to a record low in February, another reflection of diminishing labor market slack as the Bank of Canada weighs when to raise interest rates again.",2018-04-19,Number of Canadians receiving EI benefits hits record low,1,"Number of Canadians receiving EI benefits hits record low. The number of people receiving jobless benefits fell to a record low in February, another reflection of diminishing labor market slack as the Bank of Canada weighs when to raise interest rates again."
25,"Canadians have become more confident in the prospect of wage hikes if they leave their job, another sign of health for the country’s labour market.",2020-02-13,Healthy labour market is providing wage relief in Canada,1,"Healthy labour market is providing wage relief in Canada. Canadians have become more confident in the prospect of wage hikes if they leave their job, another sign of health for the country’s labour market."
36,"Total number of jobs tops 80,000",2020-01-14,P.E.I. sees 'tremendous growth' in jobs in 2019,1,"P.E.I. sees 'tremendous growth' in jobs in 2019. Total number of jobs tops 80,000"
114,"Want to join the payroll of a bankrupt retailer this holiday season? Well, has Sears Holdings Corp. got a job for you.",2018-10-15,Sears posts job openings with bankruptcy filing ink still wet,1,"Sears posts job openings with bankruptcy filing ink still wet. Want to join the payroll of a bankrupt retailer this holiday season? Well, has Sears Holdings Corp. got a job for you."
49,Province plans to put $250K into ride-sharing projects in up to 3 rural areas,2019-11-19,Nova Scotia eyes ride sharing to ease rural transportation woes,1,Nova Scotia eyes ride sharing to ease rural transportation woes. Province plans to put $250K into ride-sharing projects in up to 3 rural areas
63,"We're always in need of new people as people leave, people retire, people transfer'",2019-09-28,Army reserves looking for recruits at P.E.I. open house,1,"Army reserves looking for recruits at P.E.I. open house. We're always in need of new people as people leave, people retire, people transfer'"
49,Province plans to put $250K into ride-sharing projects in up to 3 rural areas,2019-11-19,Nova Scotia eyes ride sharing to ease rural transportation woes,1,Nova Scotia eyes ride sharing to ease rural transportation woes. Province plans to put $250K into ride-sharing projects in up to 3 rural areas
113,"Switzerland once again clinched the top spot in a global survey on fostering and attracting talent, in a top 10 list that includes Canada but not the U.S., and no Asian nations.",2018-11-19,Canada 6th in the world at attracting talent,1,"Canada 6th in the world at attracting talent. Switzerland once again clinched the top spot in a global survey on fostering and attracting talent, in a top 10 list that includes Canada but not the U.S., and no Asian nations."
27,Jobless rate ticks down to 5.5 per cent on surge in full-time work,2020-02-08,"Canada added 35K full-time jobs last month, twice what was expected",1,"Canada added 35K full-time jobs last month, twice what was expected. Jobless rate ticks down to 5.5 per cent on surge in full-time work"
98,"Central bankers, who've been slammed by Trump for not doing more to support the economy, noted livelier growth while acknowledging weak inflation",2019-05-01,"Federal Reserve holds interest rate again, reiterates patience on future path",1,"Federal Reserve holds interest rate again, reiterates patience on future path. Central bankers, who've been slammed by Trump for not doing more to support the economy, noted livelier growth while acknowledging weak inflation"
113,"Switzerland once again clinched the top spot in a global survey on fostering and attracting talent, in a top 10 list that includes Canada but not the U.S., and no Asian nations.",2018-11-19,Canada 6th in the world at attracting talent,1,"Canada 6th in the world at attracting talent. Switzerland once again clinched the top spot in a global survey on fostering and attracting talent, in a top 10 list that includes Canada but not the U.S., and no Asian nations."
63,"We're always in need of new people as people leave, people retire, people transfer'",2019-09-28,Army reserves looking for recruits at P.E.I. open house,1,"Army reserves looking for recruits at P.E.I. open house. We're always in need of new people as people leave, people retire, people transfer'"
15,"Spending, including direct payments to individuals, dwarfs the $800 billion Obama stimulus that passed five months after the 2008 financial crash",2020-03-25,"White House, senators strike deal on America's biggest rescue package ever — $2 trillion in spending and tax breaks",1,"White House, senators strike deal on America's biggest rescue package ever — $2 trillion in spending and tax breaks. Spending, including direct payments to individuals, dwarfs the $800 billion Obama stimulus that passed five months after the 2008 financial crash"
116,"The number of people receiving jobless benefits fell to a record low in February, another reflection of diminishing labor market slack as the Bank of Canada weighs when to raise interest rates again.",2018-04-19,Number of Canadians receiving EI benefits hits record low,1,"Number of Canadians receiving EI benefits hits record low. The number of people receiving jobless benefits fell to a record low in February, another reflection of diminishing labor market slack as the Bank of Canada weighs when to raise interest rates again."
102,Aren’t we supposed to be in a slowdown?,2019-03-08,What gives? Canada’s job market off to its best start in almost 40 years,1,What gives? Canada’s job market off to its best start in almost 40 years. Aren’t we supposed to be in a slowdown?
49,Province plans to put $250K into ride-sharing projects in up to 3 rural areas,2019-11-19,Nova Scotia eyes ride sharing to ease rural transportation woes,1,Nova Scotia eyes ride sharing to ease rural transportation woes. Province plans to put $250K into ride-sharing projects in up to 3 rural areas
89,Cash earmarked for energy-efficient gas turbines needed for the $40B project and a new bridge in Kitimat,2019-06-24,"Feds announce $275M for 'largest private sector investment in Canadian history' ‚Äö√Ñ√Æ Kitimat, B.C.'s LNG project",1,"Feds announce $275M for 'largest private sector investment in Canadian history' ‚Äö√Ñ√Æ Kitimat, B.C.'s LNG project. Cash earmarked for energy-efficient gas turbines needed for the $40B project and a new bridge in Kitimat"
51,Allowing more non oilsands output could have an outsized effect on employment without resulting in too much additional output,2019-11-08,Alberta loosens oil curbs by exempting new conventional wells in hopes it will spur drilling and create jobs,1,Alberta loosens oil curbs by exempting new conventional wells in hopes it will spur drilling and create jobs. Allowing more non oilsands output could have an outsized effect on employment without resulting in too much additional output
102,Aren’t we supposed to be in a slowdown?,2019-03-08,What gives? Canada’s job market off to its best start in almost 40 years,1,What gives? Canada’s job market off to its best start in almost 40 years. Aren’t we supposed to be in a slowdown?
25,"Canadians have become more confident in the prospect of wage hikes if they leave their job, another sign of health for the country’s labour market.",2020-02-13,Healthy labour market is providing wage relief in Canada,1,"Healthy labour market is providing wage relief in Canada. Canadians have become more confident in the prospect of wage hikes if they leave their job, another sign of health for the country’s labour market."
98,"Central bankers, who've been slammed by Trump for not doing more to support the economy, noted livelier growth while acknowledging weak inflation",2019-05-01,"Federal Reserve holds interest rate again, reiterates patience on future path",1,"Federal Reserve holds interest rate again, reiterates patience on future path. Central bankers, who've been slammed by Trump for not doing more to support the economy, noted livelier growth while acknowledging weak inflation"
106,"'Right now, we are continuing to forecast growth this year and for the forecastable future,' Finance Minister says in Davos",2019-01-25,"Canadian expansion on track despite oil, trade headwinds: Morneau",1,"Canadian expansion on track despite oil, trade headwinds: Morneau. 'Right now, we are continuing to forecast growth this year and for the forecastable future,' Finance Minister says in Davos"
27,Jobless rate ticks down to 5.5 per cent on surge in full-time work,2020-02-08,"Canada added 35K full-time jobs last month, twice what was expected",1,"Canada added 35K full-time jobs last month, twice what was expected. Jobless rate ticks down to 5.5 per cent on surge in full-time work"
113,"Switzerland once again clinched the top spot in a global survey on fostering and attracting talent, in a top 10 list that includes Canada but not the U.S., and no Asian nations.",2018-11-19,Canada 6th in the world at attracting talent,1,"Canada 6th in the world at attracting talent. Switzerland once again clinched the top spot in a global survey on fostering and attracting talent, in a top 10 list that includes Canada but not the U.S., and no Asian nations."
51,Allowing more non oilsands output could have an outsized effect on employment without resulting in too much additional output,2019-11-08,Alberta loosens oil curbs by exempting new conventional wells in hopes it will spur drilling and create jobs,1,Alberta loosens oil curbs by exempting new conventional wells in hopes it will spur drilling and create jobs. Allowing more non oilsands output could have an outsized effect on employment without resulting in too much additional output
27,Jobless rate ticks down to 5.5 per cent on surge in full-time work,2020-02-08,"Canada added 35K full-time jobs last month, twice what was expected",1,"Canada added 35K full-time jobs last month, twice what was expected. Jobless rate ticks down to 5.5 per cent on surge in full-time work"
15,"Spending, including direct payments to individuals, dwarfs the $800 billion Obama stimulus that passed five months after the 2008 financial crash",2020-03-25,"White House, senators strike deal on America's biggest rescue package ever — $2 trillion in spending and tax breaks",1,"White House, senators strike deal on America's biggest rescue package ever — $2 trillion in spending and tax breaks. Spending, including direct payments to individuals, dwarfs the $800 billion Obama stimulus that passed five months after the 2008 financial crash"
37,"Amid an increasingly tough U.S. labour market, the company is betting a higher salary will help it attract workers and keep them on the team",2020-01-09,"Taco Bell is so desperate for workers it's offering $100,000 salaries",1,"Taco Bell is so desperate for workers it's offering $100,000 salaries. Amid an increasingly tough U.S. labour market, the company is betting a higher salary will help it attract workers and keep them on the team"
80,"West Coast Olefins says proposed facility will create up to 1,000 permanent jobs",2019-07-29,Plastic production could create jobs as mills shut down in B.C. Interior,1,"Plastic production could create jobs as mills shut down in B.C. Interior. West Coast Olefins says proposed facility will create up to 1,000 permanent jobs"
27,Jobless rate ticks down to 5.5 per cent on surge in full-time work,2020-02-08,"Canada added 35K full-time jobs last month, twice what was expected",1,"Canada added 35K full-time jobs last month, twice what was expected. Jobless rate ticks down to 5.5 per cent on surge in full-time work"
113,"Switzerland once again clinched the top spot in a global survey on fostering and attracting talent, in a top 10 list that includes Canada but not the U.S., and no Asian nations.",2018-11-19,Canada 6th in the world at attracting talent,1,"Canada 6th in the world at attracting talent. Switzerland once again clinched the top spot in a global survey on fostering and attracting talent, in a top 10 list that includes Canada but not the U.S., and no Asian nations."
89,Cash earmarked for energy-efficient gas turbines needed for the $40B project and a new bridge in Kitimat,2019-06-24,"Feds announce $275M for 'largest private sector investment in Canadian history' ‚Äö√Ñ√Æ Kitimat, B.C.'s LNG project",1,"Feds announce $275M for 'largest private sector investment in Canadian history' ‚Äö√Ñ√Æ Kitimat, B.C.'s LNG project. Cash earmarked for energy-efficient gas turbines needed for the $40B project and a new bridge in Kitimat"
15,"Spending, including direct payments to individuals, dwarfs the $800 billion Obama stimulus that passed five months after the 2008 financial crash",2020-03-25,"White House, senators strike deal on America's biggest rescue package ever — $2 trillion in spending and tax breaks",1,"White House, senators strike deal on America's biggest rescue package ever — $2 trillion in spending and tax breaks. Spending, including direct payments to individuals, dwarfs the $800 billion Obama stimulus that passed five months after the 2008 financial crash"
80,"West Coast Olefins says proposed facility will create up to 1,000 permanent jobs",2019-07-29,Plastic production could create jobs as mills shut down in B.C. Interior,1,"Plastic production could create jobs as mills shut down in B.C. Interior. West Coast Olefins says proposed facility will create up to 1,000 permanent jobs"
27,Jobless rate ticks down to 5.5 per cent on surge in full-time work,2020-02-08,"Canada added 35K full-time jobs last month, twice what was expected",1,"Canada added 35K full-time jobs last month, twice what was expected. Jobless rate ticks down to 5.5 per cent on surge in full-time work"
98,"Central bankers, who've been slammed by Trump for not doing more to support the economy, noted livelier growth while acknowledging weak inflation",2019-05-01,"Federal Reserve holds interest rate again, reiterates patience on future path",1,"Federal Reserve holds interest rate again, reiterates patience on future path. Central bankers, who've been slammed by Trump for not doing more to support the economy, noted livelier growth while acknowledging weak inflation"
105,A sign of strength in an economy facing several other headwinds,2019-02-08,"Canada unexpectedly gains almost 67,000 jobs as private-sector hiring hits record",1,"Canada unexpectedly gains almost 67,000 jobs as private-sector hiring hits record. A sign of strength in an economy facing several other headwinds"
102,Aren’t we supposed to be in a slowdown?,2019-03-08,What gives? Canada’s job market off to its best start in almost 40 years,1,What gives? Canada’s job market off to its best start in almost 40 years. Aren’t we supposed to be in a slowdown?
51,Allowing more non oilsands output could have an outsized effect on employment without resulting in too much additional output,2019-11-08,Alberta loosens oil curbs by exempting new conventional wells in hopes it will spur drilling and create jobs,1,Alberta loosens oil curbs by exempting new conventional wells in hopes it will spur drilling and create jobs. Allowing more non oilsands output could have an outsized effect on employment without resulting in too much additional output
