,description,publishedAt,title,title_desc_sent_1,title_desc
89,Finding housing even if you have no barriers is very very difficult',2019-06-03,"P.E.I. needs more pet-friendly housing, say violence prevention advocates",0,"P.E.I. needs more pet-friendly housing, say violence prevention advocates. Finding housing even if you have no barriers is very very difficult'"
90,60-unit development finds home near École François-Buote,2019-06-03,Construction finally underway on new affordable housing complex in Charlottetown,0,Construction finally underway on new affordable housing complex in Charlottetown. 60-unit development finds home near École François-Buote
20,Royal Bank of Canada has widened its lead in mortgages against rival lenders as the nation’s housing market shows signs of renewed vigor.,2020-02-28,RBC widens mortgage lead amid signs of Canadian housing revival,0,RBC widens mortgage lead amid signs of Canadian housing revival. Royal Bank of Canada has widened its lead in mortgages against rival lenders as the nation’s housing market shows signs of renewed vigor.
112,Canada’s home builders are urging the federal government to loosen mortgage-lending restrictions that have helped cool housing markets this year.,2018-11-30,"Time to relax mortgage regulations, Canada home builders urge",0,"Time to relax mortgage regulations, Canada home builders urge. Canada’s home builders are urging the federal government to loosen mortgage-lending restrictions that have helped cool housing markets this year."
65,"CEO Victor Dodig says the bank 'put the brakes on too hard, and we're re-adjusting for that'",2019-09-04,"CIBC may have gone too far with its mortgage retreat, CEO says",0,"CIBC may have gone too far with its mortgage retreat, CEO says. CEO Victor Dodig says the bank 'put the brakes on too hard, and we're re-adjusting for that'"
85,Calgary and Edmonton's young demographics make it a good fit for creating new rental units,2019-06-18,"Office buildings turn to apartments, bring downtown Calgary back to life",0,"Office buildings turn to apartments, bring downtown Calgary back to life. Calgary and Edmonton's young demographics make it a good fit for creating new rental units"
120,Canada Mortgage & Housing Corp. replaced Chief Financial Officer Wojo Zielonka and shuffled its leadership ranks to “better address current and emerging business needs.”,2018-01-15,CMHC shuffles management as CFO Zielonka leaves,0,CMHC shuffles management as CFO Zielonka leaves. Canada Mortgage & Housing Corp. replaced Chief Financial Officer Wojo Zielonka and shuffled its leadership ranks to “better address current and emerging business needs.”
28,"Low vacancy rate meant that in some areas, only 1 in 1,000 apartments was available",2020-01-31,When Halifax was running out of rental apartments in the mid-1980s,0,"When Halifax was running out of rental apartments in the mid-1980s. Low vacancy rate meant that in some areas, only 1 in 1,000 apartments was available"
73,"After Trump pledges more tariffs, China allows currency to fall and threatens agricultural tariffs",2019-08-05,Chinese yuan falls to 11-year low amid trade tensions,0,"Chinese yuan falls to 11-year low amid trade tensions. After Trump pledges more tariffs, China allows currency to fall and threatens agricultural tariffs"
16,"Provinces ramp up restrictions as number of COVID-19 cases in Canada passes 1,000",2020-03-21,Coronavirus: Here's what's happening in Canada and around the world on March 20,0,"Coronavirus: Here's what's happening in Canada and around the world on March 20. Provinces ramp up restrictions as number of COVID-19 cases in Canada passes 1,000"
33,N.W.T. Housing Corporation built 8 new market houses this fiscal year,2020-01-07,"N.W.T. Housing Corp. increases spending in 2018-19, but mostly on market housing",0,"N.W.T. Housing Corp. increases spending in 2018-19, but mostly on market housing. N.W.T. Housing Corporation built 8 new market houses this fiscal year"
82,New listings down in tight market,2019-07-04,"Toronto home sales surge 10%, narrowing affordable options for buyers",0,"Toronto home sales surge 10%, narrowing affordable options for buyers. New listings down in tight market"
50,Real estate board says lower prices helped boost sales by 45.4% over 2018,2019-11-05,Home sales surged in Vancouver area in October,1,Home sales surged in Vancouver area in October. Real estate board says lower prices helped boost sales by 45.4% over 2018
87,That is just before new mortgage stress test came into place,2019-06-05,Toronto home sales surge back to highest levels since 2017 — that's pre-stress test,1,Toronto home sales surge back to highest levels since 2017 — that's pre-stress test. That is just before new mortgage stress test came into place
32,'Expect further acceleration in 2020 if there is no relief on the supply front',2020-01-07,Tight Toronto housing market pushes prices to record highs with biggest gains in three years,1,Tight Toronto housing market pushes prices to record highs with biggest gains in three years. 'Expect further acceleration in 2020 if there is no relief on the supply front'
41,Realtors are cautioning values could continue rising given the dearth of listings and supply,2019-12-04,Toronto home prices grow at fastest pace in two years,1,Toronto home prices grow at fastest pace in two years. Realtors are cautioning values could continue rising given the dearth of listings and supply
50,Real estate board says lower prices helped boost sales by 45.4% over 2018,2019-11-05,Home sales surged in Vancouver area in October,1,Home sales surged in Vancouver area in October. Real estate board says lower prices helped boost sales by 45.4% over 2018
32,'Expect further acceleration in 2020 if there is no relief on the supply front',2020-01-07,Tight Toronto housing market pushes prices to record highs with biggest gains in three years,1,Tight Toronto housing market pushes prices to record highs with biggest gains in three years. 'Expect further acceleration in 2020 if there is no relief on the supply front'
32,'Expect further acceleration in 2020 if there is no relief on the supply front',2020-01-07,Tight Toronto housing market pushes prices to record highs with biggest gains in three years,1,Tight Toronto housing market pushes prices to record highs with biggest gains in three years. 'Expect further acceleration in 2020 if there is no relief on the supply front'
109,"Record debt burdens, rising borrowing costs and, in some cases, bigger payday loans are driving many Canadians to insolvency",2018-12-20,Higher interest rates pushing more Canadians to seek debt relief as business booms for insolvency trustees,1,"Higher interest rates pushing more Canadians to seek debt relief as business booms for insolvency trustees. Record debt burdens, rising borrowing costs and, in some cases, bigger payday loans are driving many Canadians to insolvency"
41,Realtors are cautioning values could continue rising given the dearth of listings and supply,2019-12-04,Toronto home prices grow at fastest pace in two years,1,Toronto home prices grow at fastest pace in two years. Realtors are cautioning values could continue rising given the dearth of listings and supply
81,Increase in home sales backed by record-setting month in May,2019-07-05,Houses in New Brunswick selling at unusually fast rate,1,Houses in New Brunswick selling at unusually fast rate. Increase in home sales backed by record-setting month in May
108,"Rising borrowing costs, increased government regulation and volatile stock markets playing a role, along with dwindling demand from Chinese buyers",2019-01-04,"It’s not just Vancouver: Property market slump goes global, jolting cities from Hong Kong to Sydney",1,"It’s not just Vancouver: Property market slump goes global, jolting cities from Hong Kong to Sydney. Rising borrowing costs, increased government regulation and volatile stock markets playing a role, along with dwindling demand from Chinese buyers"
117,Canada’s mortgage growth has fallen to the lowest in nearly two decades as interest rates rise and after new mortgage rules took effect at the start of the year.,2018-05-01,Mortgage growth in Canada hasn't been this weak since 2001,1,Mortgage growth in Canada hasn't been this weak since 2001. Canada’s mortgage growth has fallen to the lowest in nearly two decades as interest rates rise and after new mortgage rules took effect at the start of the year.
80,Home sales in Moncton are up 23.7 per cent compared to the first five months of 2018,2019-07-11,Moncton gets fair share of real estate boom,1,Moncton gets fair share of real estate boom. Home sales in Moncton are up 23.7 per cent compared to the first five months of 2018
108,"Rising borrowing costs, increased government regulation and volatile stock markets playing a role, along with dwindling demand from Chinese buyers",2019-01-04,"It’s not just Vancouver: Property market slump goes global, jolting cities from Hong Kong to Sydney",1,"It’s not just Vancouver: Property market slump goes global, jolting cities from Hong Kong to Sydney. Rising borrowing costs, increased government regulation and volatile stock markets playing a role, along with dwindling demand from Chinese buyers"
45,Strength of western provinces shows sustained national recovery,2019-11-15,Canadian housing once again driving our economy even as Toronto stumbles,1,Canadian housing once again driving our economy even as Toronto stumbles. Strength of western provinces shows sustained national recovery
117,Canada’s mortgage growth has fallen to the lowest in nearly two decades as interest rates rise and after new mortgage rules took effect at the start of the year.,2018-05-01,Mortgage growth in Canada hasn't been this weak since 2001,1,Mortgage growth in Canada hasn't been this weak since 2001. Canada’s mortgage growth has fallen to the lowest in nearly two decades as interest rates rise and after new mortgage rules took effect at the start of the year.
117,Canada’s mortgage growth has fallen to the lowest in nearly two decades as interest rates rise and after new mortgage rules took effect at the start of the year.,2018-05-01,Mortgage growth in Canada hasn't been this weak since 2001,1,Mortgage growth in Canada hasn't been this weak since 2001. Canada’s mortgage growth has fallen to the lowest in nearly two decades as interest rates rise and after new mortgage rules took effect at the start of the year.
124,"With all eyes turned toward the Bank of Canada’s interest rate decision on Wednesday, some of Canada’s top housing minds analyzed what a potential rise in rates might mean for the nation’s hot housing markets. Here’s what they told BNN.",2017-07-10,What a rate hike could mean for Canada’s hot housing markets,1,"What a rate hike could mean for Canada’s hot housing markets. With all eyes turned toward the Bank of Canada’s interest rate decision on Wednesday, some of Canada’s top housing minds analyzed what a potential rise in rates might mean for the nation’s hot housing markets. Here’s what they told BNN."
75,"New stock, new uses driving prices",2019-07-31,How Charlottetown has become one of the hottest housing markets in Canada,1,"How Charlottetown has become one of the hottest housing markets in Canada. New stock, new uses driving prices"
74,Fraser Valley saw an increase of 13%; benchmark prices fall,2019-08-02,Metro Vancouver home sales surge 23.5% in July compared to last year,1,Metro Vancouver home sales surge 23.5% in July compared to last year. Fraser Valley saw an increase of 13%; benchmark prices fall
87,That is just before new mortgage stress test came into place,2019-06-05,Toronto home sales surge back to highest levels since 2017 — that's pre-stress test,1,Toronto home sales surge back to highest levels since 2017 — that's pre-stress test. That is just before new mortgage stress test came into place
87,That is just before new mortgage stress test came into place,2019-06-05,Toronto home sales surge back to highest levels since 2017 — that's pre-stress test,1,Toronto home sales surge back to highest levels since 2017 — that's pre-stress test. That is just before new mortgage stress test came into place
117,Canada’s mortgage growth has fallen to the lowest in nearly two decades as interest rates rise and after new mortgage rules took effect at the start of the year.,2018-05-01,Mortgage growth in Canada hasn't been this weak since 2001,1,Mortgage growth in Canada hasn't been this weak since 2001. Canada’s mortgage growth has fallen to the lowest in nearly two decades as interest rates rise and after new mortgage rules took effect at the start of the year.
81,Increase in home sales backed by record-setting month in May,2019-07-05,Houses in New Brunswick selling at unusually fast rate,1,Houses in New Brunswick selling at unusually fast rate. Increase in home sales backed by record-setting month in May
97,TD says impact of rules have been longer-lasting and more significant than originally intended and government should consider flexibility,2019-04-30,"Scrapping mortgage rules would boost Canadian home prices by about $32,000, TD says",1,"Scrapping mortgage rules would boost Canadian home prices by about $32,000, TD says. TD says impact of rules have been longer-lasting and more significant than originally intended and government should consider flexibility"
50,Real estate board says lower prices helped boost sales by 45.4% over 2018,2019-11-05,Home sales surged in Vancouver area in October,1,Home sales surged in Vancouver area in October. Real estate board says lower prices helped boost sales by 45.4% over 2018
57,One real estate broker says he sold 30 condos in one weekend,2019-10-04,"Canada's housing market has come roaring back this fall, complete with black-tie condo launches",1,"Canada's housing market has come roaring back this fall, complete with black-tie condo launches. One real estate broker says he sold 30 condos in one weekend"
50,Real estate board says lower prices helped boost sales by 45.4% over 2018,2019-11-05,Home sales surged in Vancouver area in October,1,Home sales surged in Vancouver area in October. Real estate board says lower prices helped boost sales by 45.4% over 2018
109,"Record debt burdens, rising borrowing costs and, in some cases, bigger payday loans are driving many Canadians to insolvency",2018-12-20,Higher interest rates pushing more Canadians to seek debt relief as business booms for insolvency trustees,1,"Higher interest rates pushing more Canadians to seek debt relief as business booms for insolvency trustees. Record debt burdens, rising borrowing costs and, in some cases, bigger payday loans are driving many Canadians to insolvency"
52,"People new to Canada contribute 'significantly' to real estate demand, CEO says",2019-10-16,"1 in 5 homes in Canada bought by newcomers, Royal LePage survey says",1,"1 in 5 homes in Canada bought by newcomers, Royal LePage survey says. People new to Canada contribute 'significantly' to real estate demand, CEO says"
57,One real estate broker says he sold 30 condos in one weekend,2019-10-04,"Canada's housing market has come roaring back this fall, complete with black-tie condo launches",1,"Canada's housing market has come roaring back this fall, complete with black-tie condo launches. One real estate broker says he sold 30 condos in one weekend"
108,"Rising borrowing costs, increased government regulation and volatile stock markets playing a role, along with dwindling demand from Chinese buyers",2019-01-04,"It’s not just Vancouver: Property market slump goes global, jolting cities from Hong Kong to Sydney",1,"It’s not just Vancouver: Property market slump goes global, jolting cities from Hong Kong to Sydney. Rising borrowing costs, increased government regulation and volatile stock markets playing a role, along with dwindling demand from Chinese buyers"
87,That is just before new mortgage stress test came into place,2019-06-05,Toronto home sales surge back to highest levels since 2017 — that's pre-stress test,1,Toronto home sales surge back to highest levels since 2017 — that's pre-stress test. That is just before new mortgage stress test came into place
50,Real estate board says lower prices helped boost sales by 45.4% over 2018,2019-11-05,Home sales surged in Vancouver area in October,1,Home sales surged in Vancouver area in October. Real estate board says lower prices helped boost sales by 45.4% over 2018
117,Canada’s mortgage growth has fallen to the lowest in nearly two decades as interest rates rise and after new mortgage rules took effect at the start of the year.,2018-05-01,Mortgage growth in Canada hasn't been this weak since 2001,1,Mortgage growth in Canada hasn't been this weak since 2001. Canada’s mortgage growth has fallen to the lowest in nearly two decades as interest rates rise and after new mortgage rules took effect at the start of the year.
41,Realtors are cautioning values could continue rising given the dearth of listings and supply,2019-12-04,Toronto home prices grow at fastest pace in two years,1,Toronto home prices grow at fastest pace in two years. Realtors are cautioning values could continue rising given the dearth of listings and supply
87,That is just before new mortgage stress test came into place,2019-06-05,Toronto home sales surge back to highest levels since 2017 — that's pre-stress test,1,Toronto home sales surge back to highest levels since 2017 — that's pre-stress test. That is just before new mortgage stress test came into place
81,Increase in home sales backed by record-setting month in May,2019-07-05,Houses in New Brunswick selling at unusually fast rate,1,Houses in New Brunswick selling at unusually fast rate. Increase in home sales backed by record-setting month in May
52,"People new to Canada contribute 'significantly' to real estate demand, CEO says",2019-10-16,"1 in 5 homes in Canada bought by newcomers, Royal LePage survey says",1,"1 in 5 homes in Canada bought by newcomers, Royal LePage survey says. People new to Canada contribute 'significantly' to real estate demand, CEO says"
124,"With all eyes turned toward the Bank of Canada’s interest rate decision on Wednesday, some of Canada’s top housing minds analyzed what a potential rise in rates might mean for the nation’s hot housing markets. Here’s what they told BNN.",2017-07-10,What a rate hike could mean for Canada’s hot housing markets,1,"What a rate hike could mean for Canada’s hot housing markets. With all eyes turned toward the Bank of Canada’s interest rate decision on Wednesday, some of Canada’s top housing minds analyzed what a potential rise in rates might mean for the nation’s hot housing markets. Here’s what they told BNN."
109,"Record debt burdens, rising borrowing costs and, in some cases, bigger payday loans are driving many Canadians to insolvency",2018-12-20,Higher interest rates pushing more Canadians to seek debt relief as business booms for insolvency trustees,1,"Higher interest rates pushing more Canadians to seek debt relief as business booms for insolvency trustees. Record debt burdens, rising borrowing costs and, in some cases, bigger payday loans are driving many Canadians to insolvency"
41,Realtors are cautioning values could continue rising given the dearth of listings and supply,2019-12-04,Toronto home prices grow at fastest pace in two years,1,Toronto home prices grow at fastest pace in two years. Realtors are cautioning values could continue rising given the dearth of listings and supply
109,"Record debt burdens, rising borrowing costs and, in some cases, bigger payday loans are driving many Canadians to insolvency",2018-12-20,Higher interest rates pushing more Canadians to seek debt relief as business booms for insolvency trustees,1,"Higher interest rates pushing more Canadians to seek debt relief as business booms for insolvency trustees. Record debt burdens, rising borrowing costs and, in some cases, bigger payday loans are driving many Canadians to insolvency"
108,"Rising borrowing costs, increased government regulation and volatile stock markets playing a role, along with dwindling demand from Chinese buyers",2019-01-04,"It’s not just Vancouver: Property market slump goes global, jolting cities from Hong Kong to Sydney",1,"It’s not just Vancouver: Property market slump goes global, jolting cities from Hong Kong to Sydney. Rising borrowing costs, increased government regulation and volatile stock markets playing a role, along with dwindling demand from Chinese buyers"
80,Home sales in Moncton are up 23.7 per cent compared to the first five months of 2018,2019-07-11,Moncton gets fair share of real estate boom,1,Moncton gets fair share of real estate boom. Home sales in Moncton are up 23.7 per cent compared to the first five months of 2018
75,"New stock, new uses driving prices",2019-07-31,How Charlottetown has become one of the hottest housing markets in Canada,1,"How Charlottetown has become one of the hottest housing markets in Canada. New stock, new uses driving prices"
109,"Record debt burdens, rising borrowing costs and, in some cases, bigger payday loans are driving many Canadians to insolvency",2018-12-20,Higher interest rates pushing more Canadians to seek debt relief as business booms for insolvency trustees,1,"Higher interest rates pushing more Canadians to seek debt relief as business booms for insolvency trustees. Record debt burdens, rising borrowing costs and, in some cases, bigger payday loans are driving many Canadians to insolvency"
117,Canada’s mortgage growth has fallen to the lowest in nearly two decades as interest rates rise and after new mortgage rules took effect at the start of the year.,2018-05-01,Mortgage growth in Canada hasn't been this weak since 2001,1,Mortgage growth in Canada hasn't been this weak since 2001. Canada’s mortgage growth has fallen to the lowest in nearly two decades as interest rates rise and after new mortgage rules took effect at the start of the year.
108,"Rising borrowing costs, increased government regulation and volatile stock markets playing a role, along with dwindling demand from Chinese buyers",2019-01-04,"It’s not just Vancouver: Property market slump goes global, jolting cities from Hong Kong to Sydney",1,"It’s not just Vancouver: Property market slump goes global, jolting cities from Hong Kong to Sydney. Rising borrowing costs, increased government regulation and volatile stock markets playing a role, along with dwindling demand from Chinese buyers"
75,"New stock, new uses driving prices",2019-07-31,How Charlottetown has become one of the hottest housing markets in Canada,1,"How Charlottetown has become one of the hottest housing markets in Canada. New stock, new uses driving prices"
109,"Record debt burdens, rising borrowing costs and, in some cases, bigger payday loans are driving many Canadians to insolvency",2018-12-20,Higher interest rates pushing more Canadians to seek debt relief as business booms for insolvency trustees,1,"Higher interest rates pushing more Canadians to seek debt relief as business booms for insolvency trustees. Record debt burdens, rising borrowing costs and, in some cases, bigger payday loans are driving many Canadians to insolvency"
52,"People new to Canada contribute 'significantly' to real estate demand, CEO says",2019-10-16,"1 in 5 homes in Canada bought by newcomers, Royal LePage survey says",1,"1 in 5 homes in Canada bought by newcomers, Royal LePage survey says. People new to Canada contribute 'significantly' to real estate demand, CEO says"
74,Fraser Valley saw an increase of 13%; benchmark prices fall,2019-08-02,Metro Vancouver home sales surge 23.5% in July compared to last year,1,Metro Vancouver home sales surge 23.5% in July compared to last year. Fraser Valley saw an increase of 13%; benchmark prices fall
87,That is just before new mortgage stress test came into place,2019-06-05,Toronto home sales surge back to highest levels since 2017 — that's pre-stress test,1,Toronto home sales surge back to highest levels since 2017 — that's pre-stress test. That is just before new mortgage stress test came into place
41,Realtors are cautioning values could continue rising given the dearth of listings and supply,2019-12-04,Toronto home prices grow at fastest pace in two years,1,Toronto home prices grow at fastest pace in two years. Realtors are cautioning values could continue rising given the dearth of listings and supply
