,description,publishedAt,title,title_desc_sent_1,title_desc
107,Luxury-home markets across the biggest cities tumbled last year. Here's what Sotheby's expects in 2019,2019-01-09,The winners and losers of Canada's luxury housing market in 2019,0,The winners and losers of Canada's luxury housing market in 2019. Luxury-home markets across the biggest cities tumbled last year. Here's what Sotheby's expects in 2019
66,"Also promises to raise basic personal income tax deduction, saving average family $585 a year",2019-09-23,Trudeau pledges to cut Canadians’ cellphone bills by 25% within four years,0,"Trudeau pledges to cut Canadians’ cellphone bills by 25% within four years. Also promises to raise basic personal income tax deduction, saving average family $585 a year"
60,"Purchases will made up of Treasury bills, stresses buying should not be seen as return of crisis-era quantitative easing programs",2019-10-08,Jerome Powell says Fed to resume portfolio growth  — but it's not QE,0,"Jerome Powell says Fed to resume portfolio growth  — but it's not QE. Purchases will made up of Treasury bills, stresses buying should not be seen as return of crisis-era quantitative easing programs"
49,Province plans to put $250K into ride-sharing projects in up to 3 rural areas,2019-11-19,Nova Scotia eyes ride sharing to ease rural transportation woes,1,Nova Scotia eyes ride sharing to ease rural transportation woes. Province plans to put $250K into ride-sharing projects in up to 3 rural areas
116,"The number of people receiving jobless benefits fell to a record low in February, another reflection of diminishing labor market slack as the Bank of Canada weighs when to raise interest rates again.",2018-04-19,Number of Canadians receiving EI benefits hits record low,1,"Number of Canadians receiving EI benefits hits record low. The number of people receiving jobless benefits fell to a record low in February, another reflection of diminishing labor market slack as the Bank of Canada weighs when to raise interest rates again."
63,"We're always in need of new people as people leave, people retire, people transfer'",2019-09-28,Army reserves looking for recruits at P.E.I. open house,1,"Army reserves looking for recruits at P.E.I. open house. We're always in need of new people as people leave, people retire, people transfer'"
13,"Accounting, e-commerce and IT jobs need to be filled, recruiters say",2020-04-03,Looking for work? These industries are hiring in Toronto during the COVID-19 pandemic,1,"Looking for work? These industries are hiring in Toronto during the COVID-19 pandemic. Accounting, e-commerce and IT jobs need to be filled, recruiters say"
49,Province plans to put $250K into ride-sharing projects in up to 3 rural areas,2019-11-19,Nova Scotia eyes ride sharing to ease rural transportation woes,1,Nova Scotia eyes ride sharing to ease rural transportation woes. Province plans to put $250K into ride-sharing projects in up to 3 rural areas
63,"We're always in need of new people as people leave, people retire, people transfer'",2019-09-28,Army reserves looking for recruits at P.E.I. open house,1,"Army reserves looking for recruits at P.E.I. open house. We're always in need of new people as people leave, people retire, people transfer'"
63,"We're always in need of new people as people leave, people retire, people transfer'",2019-09-28,Army reserves looking for recruits at P.E.I. open house,1,"Army reserves looking for recruits at P.E.I. open house. We're always in need of new people as people leave, people retire, people transfer'"
93,Data another sign Canada is on the path back to growth,2019-06-07,Job surge helps push Canada’s unemployment rate to lowest in over 40 years,1,Job surge helps push Canada’s unemployment rate to lowest in over 40 years. Data another sign Canada is on the path back to growth
13,"Accounting, e-commerce and IT jobs need to be filled, recruiters say",2020-04-03,Looking for work? These industries are hiring in Toronto during the COVID-19 pandemic,1,"Looking for work? These industries are hiring in Toronto during the COVID-19 pandemic. Accounting, e-commerce and IT jobs need to be filled, recruiters say"
27,Jobless rate ticks down to 5.5 per cent on surge in full-time work,2020-02-08,"Canada added 35K full-time jobs last month, twice what was expected",1,"Canada added 35K full-time jobs last month, twice what was expected. Jobless rate ticks down to 5.5 per cent on surge in full-time work"
80,"West Coast Olefins says proposed facility will create up to 1,000 permanent jobs",2019-07-29,Plastic production could create jobs as mills shut down in B.C. Interior,1,"Plastic production could create jobs as mills shut down in B.C. Interior. West Coast Olefins says proposed facility will create up to 1,000 permanent jobs"
37,"Amid an increasingly tough U.S. labour market, the company is betting a higher salary will help it attract workers and keep them on the team",2020-01-09,"Taco Bell is so desperate for workers it's offering $100,000 salaries",1,"Taco Bell is so desperate for workers it's offering $100,000 salaries. Amid an increasingly tough U.S. labour market, the company is betting a higher salary will help it attract workers and keep them on the team"
25,"Canadians have become more confident in the prospect of wage hikes if they leave their job, another sign of health for the country’s labour market.",2020-02-13,Healthy labour market is providing wage relief in Canada,1,"Healthy labour market is providing wage relief in Canada. Canadians have become more confident in the prospect of wage hikes if they leave their job, another sign of health for the country’s labour market."
80,"West Coast Olefins says proposed facility will create up to 1,000 permanent jobs",2019-07-29,Plastic production could create jobs as mills shut down in B.C. Interior,1,"Plastic production could create jobs as mills shut down in B.C. Interior. West Coast Olefins says proposed facility will create up to 1,000 permanent jobs"
15,"Spending, including direct payments to individuals, dwarfs the $800 billion Obama stimulus that passed five months after the 2008 financial crash",2020-03-25,"White House, senators strike deal on America's biggest rescue package ever — $2 trillion in spending and tax breaks",1,"White House, senators strike deal on America's biggest rescue package ever — $2 trillion in spending and tax breaks. Spending, including direct payments to individuals, dwarfs the $800 billion Obama stimulus that passed five months after the 2008 financial crash"
37,"Amid an increasingly tough U.S. labour market, the company is betting a higher salary will help it attract workers and keep them on the team",2020-01-09,"Taco Bell is so desperate for workers it's offering $100,000 salaries",1,"Taco Bell is so desperate for workers it's offering $100,000 salaries. Amid an increasingly tough U.S. labour market, the company is betting a higher salary will help it attract workers and keep them on the team"
37,"Amid an increasingly tough U.S. labour market, the company is betting a higher salary will help it attract workers and keep them on the team",2020-01-09,"Taco Bell is so desperate for workers it's offering $100,000 salaries",1,"Taco Bell is so desperate for workers it's offering $100,000 salaries. Amid an increasingly tough U.S. labour market, the company is betting a higher salary will help it attract workers and keep them on the team"
51,Allowing more non oilsands output could have an outsized effect on employment without resulting in too much additional output,2019-11-08,Alberta loosens oil curbs by exempting new conventional wells in hopes it will spur drilling and create jobs,1,Alberta loosens oil curbs by exempting new conventional wells in hopes it will spur drilling and create jobs. Allowing more non oilsands output could have an outsized effect on employment without resulting in too much additional output
113,"Switzerland once again clinched the top spot in a global survey on fostering and attracting talent, in a top 10 list that includes Canada but not the U.S., and no Asian nations.",2018-11-19,Canada 6th in the world at attracting talent,1,"Canada 6th in the world at attracting talent. Switzerland once again clinched the top spot in a global survey on fostering and attracting talent, in a top 10 list that includes Canada but not the U.S., and no Asian nations."
106,"'Right now, we are continuing to forecast growth this year and for the forecastable future,' Finance Minister says in Davos",2019-01-25,"Canadian expansion on track despite oil, trade headwinds: Morneau",1,"Canadian expansion on track despite oil, trade headwinds: Morneau. 'Right now, we are continuing to forecast growth this year and for the forecastable future,' Finance Minister says in Davos"
116,"The number of people receiving jobless benefits fell to a record low in February, another reflection of diminishing labor market slack as the Bank of Canada weighs when to raise interest rates again.",2018-04-19,Number of Canadians receiving EI benefits hits record low,1,"Number of Canadians receiving EI benefits hits record low. The number of people receiving jobless benefits fell to a record low in February, another reflection of diminishing labor market slack as the Bank of Canada weighs when to raise interest rates again."
116,"The number of people receiving jobless benefits fell to a record low in February, another reflection of diminishing labor market slack as the Bank of Canada weighs when to raise interest rates again.",2018-04-19,Number of Canadians receiving EI benefits hits record low,1,"Number of Canadians receiving EI benefits hits record low. The number of people receiving jobless benefits fell to a record low in February, another reflection of diminishing labor market slack as the Bank of Canada weighs when to raise interest rates again."
37,"Amid an increasingly tough U.S. labour market, the company is betting a higher salary will help it attract workers and keep them on the team",2020-01-09,"Taco Bell is so desperate for workers it's offering $100,000 salaries",1,"Taco Bell is so desperate for workers it's offering $100,000 salaries. Amid an increasingly tough U.S. labour market, the company is betting a higher salary will help it attract workers and keep them on the team"
27,Jobless rate ticks down to 5.5 per cent on surge in full-time work,2020-02-08,"Canada added 35K full-time jobs last month, twice what was expected",1,"Canada added 35K full-time jobs last month, twice what was expected. Jobless rate ticks down to 5.5 per cent on surge in full-time work"
98,"Central bankers, who've been slammed by Trump for not doing more to support the economy, noted livelier growth while acknowledging weak inflation",2019-05-01,"Federal Reserve holds interest rate again, reiterates patience on future path",1,"Federal Reserve holds interest rate again, reiterates patience on future path. Central bankers, who've been slammed by Trump for not doing more to support the economy, noted livelier growth while acknowledging weak inflation"
49,Province plans to put $250K into ride-sharing projects in up to 3 rural areas,2019-11-19,Nova Scotia eyes ride sharing to ease rural transportation woes,1,Nova Scotia eyes ride sharing to ease rural transportation woes. Province plans to put $250K into ride-sharing projects in up to 3 rural areas
114,"Want to join the payroll of a bankrupt retailer this holiday season? Well, has Sears Holdings Corp. got a job for you.",2018-10-15,Sears posts job openings with bankruptcy filing ink still wet,1,"Sears posts job openings with bankruptcy filing ink still wet. Want to join the payroll of a bankrupt retailer this holiday season? Well, has Sears Holdings Corp. got a job for you."
49,Province plans to put $250K into ride-sharing projects in up to 3 rural areas,2019-11-19,Nova Scotia eyes ride sharing to ease rural transportation woes,1,Nova Scotia eyes ride sharing to ease rural transportation woes. Province plans to put $250K into ride-sharing projects in up to 3 rural areas
102,Aren’t we supposed to be in a slowdown?,2019-03-08,What gives? Canada’s job market off to its best start in almost 40 years,1,What gives? Canada’s job market off to its best start in almost 40 years. Aren’t we supposed to be in a slowdown?
93,Data another sign Canada is on the path back to growth,2019-06-07,Job surge helps push Canada’s unemployment rate to lowest in over 40 years,1,Job surge helps push Canada’s unemployment rate to lowest in over 40 years. Data another sign Canada is on the path back to growth
105,A sign of strength in an economy facing several other headwinds,2019-02-08,"Canada unexpectedly gains almost 67,000 jobs as private-sector hiring hits record",1,"Canada unexpectedly gains almost 67,000 jobs as private-sector hiring hits record. A sign of strength in an economy facing several other headwinds"
102,Aren’t we supposed to be in a slowdown?,2019-03-08,What gives? Canada’s job market off to its best start in almost 40 years,1,What gives? Canada’s job market off to its best start in almost 40 years. Aren’t we supposed to be in a slowdown?
114,"Want to join the payroll of a bankrupt retailer this holiday season? Well, has Sears Holdings Corp. got a job for you.",2018-10-15,Sears posts job openings with bankruptcy filing ink still wet,1,"Sears posts job openings with bankruptcy filing ink still wet. Want to join the payroll of a bankrupt retailer this holiday season? Well, has Sears Holdings Corp. got a job for you."
80,"West Coast Olefins says proposed facility will create up to 1,000 permanent jobs",2019-07-29,Plastic production could create jobs as mills shut down in B.C. Interior,1,"Plastic production could create jobs as mills shut down in B.C. Interior. West Coast Olefins says proposed facility will create up to 1,000 permanent jobs"
116,"The number of people receiving jobless benefits fell to a record low in February, another reflection of diminishing labor market slack as the Bank of Canada weighs when to raise interest rates again.",2018-04-19,Number of Canadians receiving EI benefits hits record low,1,"Number of Canadians receiving EI benefits hits record low. The number of people receiving jobless benefits fell to a record low in February, another reflection of diminishing labor market slack as the Bank of Canada weighs when to raise interest rates again."
49,Province plans to put $250K into ride-sharing projects in up to 3 rural areas,2019-11-19,Nova Scotia eyes ride sharing to ease rural transportation woes,1,Nova Scotia eyes ride sharing to ease rural transportation woes. Province plans to put $250K into ride-sharing projects in up to 3 rural areas
37,"Amid an increasingly tough U.S. labour market, the company is betting a higher salary will help it attract workers and keep them on the team",2020-01-09,"Taco Bell is so desperate for workers it's offering $100,000 salaries",1,"Taco Bell is so desperate for workers it's offering $100,000 salaries. Amid an increasingly tough U.S. labour market, the company is betting a higher salary will help it attract workers and keep them on the team"
13,"Accounting, e-commerce and IT jobs need to be filled, recruiters say",2020-04-03,Looking for work? These industries are hiring in Toronto during the COVID-19 pandemic,1,"Looking for work? These industries are hiring in Toronto during the COVID-19 pandemic. Accounting, e-commerce and IT jobs need to be filled, recruiters say"
116,"The number of people receiving jobless benefits fell to a record low in February, another reflection of diminishing labor market slack as the Bank of Canada weighs when to raise interest rates again.",2018-04-19,Number of Canadians receiving EI benefits hits record low,1,"Number of Canadians receiving EI benefits hits record low. The number of people receiving jobless benefits fell to a record low in February, another reflection of diminishing labor market slack as the Bank of Canada weighs when to raise interest rates again."
27,Jobless rate ticks down to 5.5 per cent on surge in full-time work,2020-02-08,"Canada added 35K full-time jobs last month, twice what was expected",1,"Canada added 35K full-time jobs last month, twice what was expected. Jobless rate ticks down to 5.5 per cent on surge in full-time work"
105,A sign of strength in an economy facing several other headwinds,2019-02-08,"Canada unexpectedly gains almost 67,000 jobs as private-sector hiring hits record",1,"Canada unexpectedly gains almost 67,000 jobs as private-sector hiring hits record. A sign of strength in an economy facing several other headwinds"
51,Allowing more non oilsands output could have an outsized effect on employment without resulting in too much additional output,2019-11-08,Alberta loosens oil curbs by exempting new conventional wells in hopes it will spur drilling and create jobs,1,Alberta loosens oil curbs by exempting new conventional wells in hopes it will spur drilling and create jobs. Allowing more non oilsands output could have an outsized effect on employment without resulting in too much additional output
93,Data another sign Canada is on the path back to growth,2019-06-07,Job surge helps push Canada’s unemployment rate to lowest in over 40 years,1,Job surge helps push Canada’s unemployment rate to lowest in over 40 years. Data another sign Canada is on the path back to growth
102,Aren’t we supposed to be in a slowdown?,2019-03-08,What gives? Canada’s job market off to its best start in almost 40 years,1,What gives? Canada’s job market off to its best start in almost 40 years. Aren’t we supposed to be in a slowdown?
13,"Accounting, e-commerce and IT jobs need to be filled, recruiters say",2020-04-03,Looking for work? These industries are hiring in Toronto during the COVID-19 pandemic,1,"Looking for work? These industries are hiring in Toronto during the COVID-19 pandemic. Accounting, e-commerce and IT jobs need to be filled, recruiters say"
93,Data another sign Canada is on the path back to growth,2019-06-07,Job surge helps push Canada’s unemployment rate to lowest in over 40 years,1,Job surge helps push Canada’s unemployment rate to lowest in over 40 years. Data another sign Canada is on the path back to growth
80,"West Coast Olefins says proposed facility will create up to 1,000 permanent jobs",2019-07-29,Plastic production could create jobs as mills shut down in B.C. Interior,1,"Plastic production could create jobs as mills shut down in B.C. Interior. West Coast Olefins says proposed facility will create up to 1,000 permanent jobs"
25,"Canadians have become more confident in the prospect of wage hikes if they leave their job, another sign of health for the country’s labour market.",2020-02-13,Healthy labour market is providing wage relief in Canada,1,"Healthy labour market is providing wage relief in Canada. Canadians have become more confident in the prospect of wage hikes if they leave their job, another sign of health for the country’s labour market."
113,"Switzerland once again clinched the top spot in a global survey on fostering and attracting talent, in a top 10 list that includes Canada but not the U.S., and no Asian nations.",2018-11-19,Canada 6th in the world at attracting talent,1,"Canada 6th in the world at attracting talent. Switzerland once again clinched the top spot in a global survey on fostering and attracting talent, in a top 10 list that includes Canada but not the U.S., and no Asian nations."
93,Data another sign Canada is on the path back to growth,2019-06-07,Job surge helps push Canada’s unemployment rate to lowest in over 40 years,1,Job surge helps push Canada’s unemployment rate to lowest in over 40 years. Data another sign Canada is on the path back to growth
102,Aren’t we supposed to be in a slowdown?,2019-03-08,What gives? Canada’s job market off to its best start in almost 40 years,1,What gives? Canada’s job market off to its best start in almost 40 years. Aren’t we supposed to be in a slowdown?
37,"Amid an increasingly tough U.S. labour market, the company is betting a higher salary will help it attract workers and keep them on the team",2020-01-09,"Taco Bell is so desperate for workers it's offering $100,000 salaries",1,"Taco Bell is so desperate for workers it's offering $100,000 salaries. Amid an increasingly tough U.S. labour market, the company is betting a higher salary will help it attract workers and keep them on the team"
